PeakID (cmd=annotatePeaks.pl SPT5.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 2)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_1345	XV	901283	901631	+	0	NA	promoter-TSS (YOR312C)	protein_coding-promoter-TSS (YOR312C)	-263	YOR312C	YOR312C	YOR312C			RPL20B			protein_coding
Interval_802	X	404742	405143	+	0	NA	promoter-TSS (YJL016W)	protein_coding-promoter-TSS (YJL016W)	-646	YJL016W	YJL016W	YJL016W			YJL016W			protein_coding
Interval_614	VII	640488	640670	+	0	NA	promoter-TSS (YGR078C)	protein_coding-promoter-TSS (YGR078C)	-141	YGR079W	YGR079W	YGR079W			YGR079W			protein_coding
Interval_517	VI	74717	75008	+	0	NA	promoter-TSS (YFL031W)	protein_coding-promoter-TSS (YFL031W)	-10	YFL032W	YFL032W	YFL032W			YFL032W			protein_coding
Interval_423	MT	77893	78578	+	0	NA	promoter-TSS (Q0275)	protein_coding-promoter-TSS (Q0275)	-73	tT(XXX)Q2	tT(XXX)Q2	tT(XXX)Q2			tT(XXX)Q2			tRNA
Interval_744	VIII	512083	512406	+	0	NA	promoter-TSS (YHR206W)	protein_coding-promoter-TSS (YHR206W)	-488	YHR206W	YHR206W	YHR206W			SKN7			protein_coding
Interval_132	III	50346	50807	+	0	NA	promoter-TSS (YCL040W)	protein_coding-promoter-TSS (YCL040W)	-8	YCL042W	YCL042W	YCL042W			YCL042W			protein_coding
Interval_215	IV	368593	369730	+	0	NA	promoter-TSS (YDL047W)	protein_coding-promoter-TSS (YDL047W)	-610	YDL047W	YDL047W	YDL047W			SIT4			protein_coding
Interval_931	XII	100225	100642	+	0	NA	promoter-TSS (YLL021W)	protein_coding-promoter-TSS (YLL021W)	-232	YLL022C	YLL022C	YLL022C			HIF1			protein_coding
Interval_177	IV	60999	61183	+	0	NA	promoter-TSS (YDL221W)	protein_coding-promoter-TSS (YDL221W)	-686	YDL223C	YDL223C	YDL223C			HBT1			protein_coding
Interval_650	VII	919723	920466	+	0	NA	promoter-TSS (YGR213C)	protein_coding-promoter-TSS (YGR213C)	-481	YGR214W	YGR214W	YGR214W			RPS0A			protein_coding
Interval_163	III	262709	262932	+	0	NA	promoter-TSS (YCR084C)	protein_coding-promoter-TSS (YCR084C)	-96	YCR085W	YCR085W	YCR085W			YCR085W			protein_coding
Interval_980	XII	645195	646206	+	0	NA	promoter-TSS (YLR254C)	protein_coding-promoter-TSS (YLR254C)	253	YLR255C	YLR255C	YLR255C			YLR255C			protein_coding
Interval_615	VII	650657	651531	+	0	NA	promoter-TSS (YGR086C)	protein_coding-promoter-TSS (YGR086C)	-477	YGR086C	YGR086C	YGR086C			PIL1			protein_coding
Interval_25	II	5640	6536	+	0	NA	TTS (YBL109W)	protein_coding-TTS (YBL109W)	298	YBL109W	YBL109W	YBL109W			YBL109W			protein_coding
Interval_785	X	262679	262852	+	0	NA	promoter-TSS (YJL091C)	protein_coding-promoter-TSS (YJL091C)	-213	YJL091C	YJL091C	YJL091C			GWT1			protein_coding
Interval_540	VII	35213	35404	+	0	NA	promoter-TSS (YGL248W)	protein_coding-promoter-TSS (YGL248W)	-345	YGL248W	YGL248W	YGL248W			PDE1			protein_coding
Interval_1166	XIV	137958	138416	+	0	NA	promoter-TSS (YNL268W)	protein_coding-promoter-TSS (YNL268W)	-363	YNL268W	YNL268W	YNL268W			LYP1			protein_coding
Interval_441	V	117436	118208	+	0	NA	promoter-TSS (YEL020C-B)	protein_coding-promoter-TSS (YEL020C-B)	213	RPR1	RPR1	RPR1			RPR1			ncRNA
Interval_1058	XIII	219833	221484	+	0	NA	promoter-TSS (YML027W)	protein_coding-promoter-TSS (YML027W)	520	YML028W	YML028W	YML028W			TSA1			protein_coding
Interval_1416	XVI	453294	454041	+	0	NA	promoter-TSS (YPL056C)	protein_coding-promoter-TSS (YPL056C)	68	YPL056C	YPL056C	YPL056C			LCL1			protein_coding
Interval_424	MT	79259	79960	+	0	NA	exon (Q0275, exon 1 of 1)	protein_coding-exon (Q0275, exon 1 of 1)	396	Q0275	Q0275	Q0275			COX3			protein_coding
Interval_560	VII	228454	228741	+	0	NA	promoter-TSS (YGL147C)	protein_coding-promoter-TSS (YGL147C)	-268	YGL147C	YGL147C	YGL147C			RPL9A			protein_coding
Interval_800	X	396698	397139	+	0	NA	promoter-TSS (YJL024C)	protein_coding-promoter-TSS (YJL024C)	-122	tG(GCC)J1	tG(GCC)J1	tG(GCC)J1			tG(GCC)J1			tRNA
Interval_551	VII	149045	149397	+	0	NA	promoter-TSS (YGL188C-A)	protein_coding-promoter-TSS (YGL188C-A)	-257	YGL188C-A	YGL188C-A	YGL188C-A			YGL188C-A			protein_coding
Interval_589	VII	472348	472938	+	0	NA	promoter-TSS (YGL012W)	protein_coding-promoter-TSS (YGL012W)	-212	YGL012W	YGL012W	YGL012W			ERG4			protein_coding
Interval_30	II	46651	47901	+	0	NA	promoter-TSS (YBL091C-A)	protein_coding-promoter-TSS (YBL091C-A)	-96	YBL091C-A	YBL091C-A	YBL091C-A			SCS22			protein_coding
Interval_1268	XV	231922	234721	+	0	NA	exon (YOL052C, exon 1 of 1)	protein_coding-exon (YOL052C, exon 1 of 1)	315	YOL052C	YOL052C	YOL052C			SPE2			protein_coding
Interval_183	IV	97988	98593	+	0	NA	promoter-TSS (YDL202W)	protein_coding-promoter-TSS (YDL202W)	-185	YDL202W	YDL202W	YDL202W			MRPL11			protein_coding
Interval_27	II	28402	28960	+	0	NA	promoter-TSS (YBL101C)	protein_coding-promoter-TSS (YBL101C)	254	YBL100W-C	YBL100W-C	YBL100W-C			YBL100W-C			protein_coding
Interval_195	IV	221399	222242	+	0	NA	promoter-TSS (YDL133C-A)	protein_coding-promoter-TSS (YDL133C-A)	-19	YDL133C-A	YDL133C-A	YDL133C-A			RPL41B			protein_coding
Interval_764	X	119580	121694	+	0	NA	exon (YJL159W, exon 1 of 1)	protein_coding-exon (YJL159W, exon 1 of 1)	188	YJL159W	YJL159W	YJL159W			HSP150			protein_coding
Interval_516	VI	55886	56778	+	0	NA	promoter-TSS (YFL037W)	protein_coding-promoter-TSS (YFL037W)	-4	YFL037W	YFL037W	YFL037W			TUB2			protein_coding
Interval_387	IX	257207	258812	+	0	NA	promoter-TSS (YIL050W)	protein_coding-promoter-TSS (YIL050W)	271	YIL051C	YIL051C	YIL051C			MMF1			protein_coding
Interval_955	XII	439623	440207	+	0	NA	promoter-TSS (YLR149C)	protein_coding-promoter-TSS (YLR149C)	-92	YLR149C	YLR149C	YLR149C			YLR149C			protein_coding
Interval_529	VI	207291	207674	+	0	NA	promoter-TSS (YFR027W)	protein_coding-promoter-TSS (YFR027W)	30	YFR027W	YFR027W	YFR027W			ECO1			protein_coding
Interval_1063	XIII	253123	253638	+	0	NA	promoter-TSS (YML007C-A)	protein_coding-promoter-TSS (YML007C-A)	-108	YML007C-A	YML007C-A	YML007C-A			YML007C-A			protein_coding
Interval_904	XI	535177	535856	+	0	NA	promoter-TSS (YKR053C)	protein_coding-promoter-TSS (YKR053C)	-235	YKR053C	YKR053C	YKR053C			YSR3			protein_coding
Interval_365	IX	127783	127954	+	0	NA	promoter-TSS (YIL123W)	protein_coding-promoter-TSS (YIL123W)	-283	YIL123W	YIL123W	YIL123W			SIM1			protein_coding
Interval_1467	XVI	899855	900074	+	0	NA	promoter-TSS (YPR181C)	protein_coding-promoter-TSS (YPR181C)	-230	YPR182W	YPR182W	YPR182W			SMX3			protein_coding
Interval_1196	XIV	412355	412702	+	0	NA	promoter-TSS (YNL113W)	protein_coding-promoter-TSS (YNL113W)	-243	YNL113W	YNL113W	YNL113W			RPC19			protein_coding
Interval_1260	XV	135715	136069	+	0	NA	promoter-TSS (YOL097W-A)	protein_coding-promoter-TSS (YOL097W-A)	-54	YOL098C	YOL098C	YOL098C			YOL098C			protein_coding
Interval_476	V	305029	306255	+	0	NA	promoter-TSS (YER074W)	protein_coding-promoter-TSS (YER074W)	-681	YER074W	YER074W	YER074W			RPS24A			protein_coding
Interval_1284	XV	382975	383419	+	0	NA	TTS (YOR027W)	protein_coding-TTS (YOR027W)	1223	YOR028C	YOR028C	YOR028C			CIN5			protein_coding
Interval_214	IV	366159	367250	+	0	NA	promoter-TSS (YDL049C)	protein_coding-promoter-TSS (YDL049C)	-830	YDL049C	YDL049C	YDL049C			KNH1			protein_coding
Interval_1015	XII	853307	853675	+	0	NA	promoter-TSS (YLR363C)	protein_coding-promoter-TSS (YLR363C)	30	YLR363W-A	YLR363W-A	YLR363W-A			YLR363W-A			protein_coding
Interval_1322	XV	689459	689696	+	0	NA	promoter-TSS (YOR189W)	protein_coding-promoter-TSS (YOR189W)	-47	YOR189W	YOR189W	YOR189W			IES4			protein_coding
Interval_1413	XVI	425051	426205	+	0	NA	promoter-TSS (YPL066W)	protein_coding-promoter-TSS (YPL066W)	219	YPL067C	YPL067C	YPL067C			YPL067C			protein_coding
Interval_665	VII	1011316	1012034	+	0	NA	promoter-TSS (YGR258C)	protein_coding-promoter-TSS (YGR258C)	-810	YGR260W	YGR260W	YGR260W			TNA1			protein_coding
Interval_1113	XIII	625674	626163	+	0	NA	promoter-TSS (YMR182C)	protein_coding-promoter-TSS (YMR182C)	107	YMR182W-A	YMR182W-A	YMR182W-A			YMR182W-A			protein_coding
Interval_222	IV	416962	417355	+	0	NA	promoter-TSS (YDL020C)	protein_coding-promoter-TSS (YDL020C)	-450	YDL020C	YDL020C	YDL020C			RPN4			protein_coding
Interval_272	IV	866767	868025	+	0	NA	promoter-TSS (YDR208W)	protein_coding-promoter-TSS (YDR208W)	126	YDR207C	YDR207C	YDR207C			UME6			protein_coding
Interval_354	IX	21697	22210	+	0	NA	TTS (YIL170W)	pseudogene-TTS (YIL170W)	2106	YIL170W	YIL170W	YIL170W			HXT12			pseudogene
Interval_1011	XII	830438	830863	+	0	NA	promoter-TSS (YLR351C)	protein_coding-promoter-TSS (YLR351C)	-286	YLR351C	YLR351C	YLR351C			NIT3			protein_coding
Interval_434	V	56281	56621	+	0	NA	promoter-TSS (YEL052W)	protein_coding-promoter-TSS (YEL052W)	-120	YEL052W	YEL052W	YEL052W			AFG1			protein_coding
Interval_114	II	702266	702597	+	0	NA	promoter-TSS (YBR240C)	protein_coding-promoter-TSS (YBR240C)	-589	YBR240C	YBR240C	YBR240C			THI2			protein_coding
Interval_161	III	238809	239151	+	0	NA	promoter-TSS (YCR069W)	protein_coding-promoter-TSS (YCR069W)	-75	YCR069W	YCR069W	YCR069W			CPR4			protein_coding
Interval_1073	XIII	306022	306932	+	0	NA	promoter-TSS (YMR016C)	protein_coding-promoter-TSS (YMR016C)	-884	YMR016C	YMR016C	YMR016C			SOK2			protein_coding
Interval_495	V	438718	439614	+	0	NA	promoter-TSS (YER135C)	protein_coding-promoter-TSS (YER135C)	-450	YER136W	YER136W	YER136W			GDI1			protein_coding
Interval_817	X	545081	545679	+	0	NA	promoter-TSS (YJR058C)	protein_coding-promoter-TSS (YJR058C)	-205	YJR058C	YJR058C	YJR058C			APS2			protein_coding
Interval_1140	XIII	897707	897924	+	0	NA	promoter-TSS (YMR311C)	protein_coding-promoter-TSS (YMR311C)	-212	YMR311C	YMR311C	YMR311C			GLC8			protein_coding
Interval_384	IX	232443	232930	+	0	NA	promoter-TSS (YIL068W-A)	protein_coding-promoter-TSS (YIL068W-A)	-317	YIL069C	YIL069C	YIL069C			RPS24B			protein_coding
Interval_863	XI	146940	147330	+	0	NA	TTS (YKL162C)	protein_coding-TTS (YKL162C)	-1061	YKL162C-A	YKL162C-A	YKL162C-A			YKL162C-A			protein_coding
Interval_1431	XVI	581465	582426	+	0	NA	promoter-TSS (YPR010C)	protein_coding-promoter-TSS (YPR010C)	-117	tK(CUU)P	tK(CUU)P	tK(CUU)P			tK(CUU)P			tRNA
Interval_396	IX	338271	339297	+	0	NA	promoter-TSS (YIL009W)	protein_coding-promoter-TSS (YIL009W)	-560	YIL009W	YIL009W	YIL009W			FAA3			protein_coding
Interval_1204	XIV	456032	456293	+	0	NA	promoter-TSS (YNL090W)	protein_coding-promoter-TSS (YNL090W)	-403	YNL090W	YNL090W	YNL090W			RHO2			protein_coding
Interval_792	X	348797	349070	+	0	NA	promoter-TSS (YJL048C)	protein_coding-promoter-TSS (YJL048C)	245	YJL047C-A	YJL047C-A	YJL047C-A			YJL047C-A			protein_coding
Interval_467	V	271698	272458	+	0	NA	promoter-TSS (YER057C)	protein_coding-promoter-TSS (YER057C)	310	YER058W	YER058W	YER058W			PET117			protein_coding
Interval_1435	XVI	627110	627674	+	0	NA	promoter-TSS (YPR029C)	protein_coding-promoter-TSS (YPR029C)	-425	YPR029C	YPR029C	YPR029C			APL4			protein_coding
Interval_1061	XIII	236248	236505	+	0	NA	promoter-TSS (YML017W)	protein_coding-promoter-TSS (YML017W)	-212	YML017W	YML017W	YML017W			PSP2			protein_coding
Interval_1072	XIII	302506	303104	+	0	NA	promoter-TSS (YMR015C)	protein_coding-promoter-TSS (YMR015C)	-320	YMR015C	YMR015C	YMR015C			ERG5			protein_coding
Interval_757	X	82616	83681	+	0	NA	promoter-TSS (YJL183W)	protein_coding-promoter-TSS (YJL183W)	-172	YJL185C	YJL185C	YJL185C			ATG36			protein_coding
Interval_1469	XVI	901624	901882	+	0	NA	promoter-TSS (YPR184W)	protein_coding-promoter-TSS (YPR184W)	-291	YPR184W	YPR184W	YPR184W			GDB1			protein_coding
Interval_336	IV	1420446	1421021	+	0	NA	promoter-TSS (YDR481C)	protein_coding-promoter-TSS (YDR481C)	105	YDR482C	YDR482C	YDR482C			CWC21			protein_coding
Interval_1129	XIII	797950	798356	+	0	NA	promoter-TSS (YMR265C)	protein_coding-promoter-TSS (YMR265C)	-228	YMR265C	YMR265C	YMR265C			YMR265C			protein_coding
Interval_356	IX	54103	55082	+	0	NA	promoter-TSS (YIL153W)	protein_coding-promoter-TSS (YIL153W)	429	YIL154C	YIL154C	YIL154C			IMP2'			protein_coding
Interval_780	X	220282	220803	+	0	NA	promoter-TSS (YJL106W)	protein_coding-promoter-TSS (YJL106W)	-526	YJL107C	YJL107C	YJL107C			YJL107C			protein_coding
Interval_178	IV	61369	62929	+	0	NA	promoter-TSS (YDL222C)	protein_coding-promoter-TSS (YDL222C)	138	YDL221W	YDL221W	YDL221W			YDL221W			protein_coding
Interval_74	II	408363	408951	+	0	NA	promoter-TSS (YBR083W)	protein_coding-promoter-TSS (YBR083W)	-512	YBR083W	YBR083W	YBR083W			TEC1			protein_coding
Interval_1122	XIII	751388	751775	+	0	NA	promoter-TSS (YMR240C)	protein_coding-promoter-TSS (YMR240C)	-341	YMR240C	YMR240C	YMR240C			CUS1			protein_coding
Interval_1202	XIV	442509	442967	+	0	NA	promoter-TSS (YNL097C)	protein_coding-promoter-TSS (YNL097C)	-268	tL(CAA)N	tL(CAA)N	tL(CAA)N			tL(CAA)N			tRNA
Interval_773	X	159723	160397	+	0	NA	promoter-TSS (YJL133C-A)	protein_coding-promoter-TSS (YJL133C-A)	-213	YJL133C-A	YJL133C-A	YJL133C-A			YJL133C-A			protein_coding
Interval_47	II	197275	197563	+	0	NA	promoter-TSS (tI(AAU)B)	tRNA-promoter-TSS (tI(AAU)B)	-75	tI(AAU)B	tI(AAU)B	tI(AAU)B			tI(AAU)B			tRNA
Interval_1148	XIV	23450	23815	+	0	NA	promoter-TSS (YNL327W)	protein_coding-promoter-TSS (YNL327W)	-358	YNL328C	YNL328C	YNL328C			MDJ2			protein_coding
Interval_1383	XVI	114194	115708	+	0	NA	promoter-TSS (YPL230W)	protein_coding-promoter-TSS (YPL230W)	-361	YPL230W	YPL230W	YPL230W			USV1			protein_coding
Interval_239	IV	541461	542514	+	0	NA	promoter-TSS (YDR042C)	protein_coding-promoter-TSS (YDR042C)	-287	snR47	snR47	snR47			snR47			snoRNA
Interval_747	VIII	556197	557046	+	0	NA	TTS (YHR216W)	protein_coding-TTS (YHR216W)	421	YHR217C	YHR217C	YHR217C			YHR217C			protein_coding
Interval_263	IV	755210	755454	+	0	NA	promoter-TSS (YDR148C)	protein_coding-promoter-TSS (YDR148C)	-266	YDR148C	YDR148C	YDR148C			KGD2			protein_coding
Interval_73	II	405549	406414	+	0	NA	promoter-TSS (YBR081C)	protein_coding-promoter-TSS (YBR081C)	21	tD(GUC)B	tD(GUC)B	tD(GUC)B			tD(GUC)B			tRNA
Interval_1007	XII	805172	805697	+	0	NA	promoter-TSS (YLR337C)	protein_coding-promoter-TSS (YLR337C)	-328	YLR337C	YLR337C	YLR337C			VRP1			protein_coding
Interval_1407	XVI	378383	378881	+	0	NA	promoter-TSS (YPL090C)	protein_coding-promoter-TSS (YPL090C)	-237	YPL090C	YPL090C	YPL090C			RPS6A			protein_coding
Interval_630	VII	772038	772212	+	0	NA	promoter-TSS (YGR142W)	protein_coding-promoter-TSS (YGR142W)	-329	YGR142W	YGR142W	YGR142W			BTN2			protein_coding
Interval_767	X	139593	140273	+	0	NA	promoter-TSS (YJL148W)	protein_coding-promoter-TSS (YJL148W)	17	snR190	snR190	snR190			snR190			snoRNA
Interval_314	IV	1238303	1239259	+	0	NA	promoter-TSS (YDR381C-A)	protein_coding-promoter-TSS (YDR381C-A)	69	YDR381C-A	YDR381C-A	YDR381C-A			YDR381C-A			protein_coding
Interval_1161	XIV	104140	104942	+	0	NA	promoter-TSS (YNL284C)	protein_coding-promoter-TSS (YNL284C)	-264	tT(AGU)N1	tT(AGU)N1	tT(AGU)N1			tT(AGU)N1			tRNA
Interval_1139	XIII	895447	895683	+	0	NA	promoter-TSS (YMR309C)	protein_coding-promoter-TSS (YMR309C)	-139	YMR309C	YMR309C	YMR309C			NIP1			protein_coding
Interval_1152	XIV	57579	58089	+	0	NA	promoter-TSS (YNL306W)	protein_coding-promoter-TSS (YNL306W)	-261	YNL307C	YNL307C	YNL307C			MCK1			protein_coding
Interval_340	IV	1450937	1451211	+	0	NA	promoter-TSS (YDR500C)	protein_coding-promoter-TSS (YDR500C)	-221	YDR500C	YDR500C	YDR500C			RPL37B			protein_coding
Interval_1162	XIV	107234	107533	+	0	NA	promoter-TSS (YNL282W)	protein_coding-promoter-TSS (YNL282W)	-304	YNL282W	YNL282W	YNL282W			POP3			protein_coding
Interval_131	III	48324	48532	+	0	NA	promoter-TSS (YCL044C)	protein_coding-promoter-TSS (YCL044C)	-64	YCL044C	YCL044C	YCL044C			MGR1			protein_coding
Interval_331	IV	1365879	1367341	+	0	NA	promoter-TSS (YDR453C)	protein_coding-promoter-TSS (YDR453C)	217	YDR454C	YDR454C	YDR454C			GUK1			protein_coding
Interval_911	XI	581060	582094	+	0	NA	promoter-TSS (YKR075C)	protein_coding-promoter-TSS (YKR075C)	-706	YKR076W	YKR076W	YKR076W			ECM4			protein_coding
Interval_327	IV	1345371	1345999	+	0	NA	promoter-TSS (YDR441C)	protein_coding-promoter-TSS (YDR441C)	38	YDR442W	YDR442W	YDR442W			YDR442W			protein_coding
Interval_1112	XIII	619546	619867	+	0	NA	promoter-TSS (YMR179W)	protein_coding-promoter-TSS (YMR179W)	-152	YMR179W	YMR179W	YMR179W			SPT21			protein_coding
Interval_603	VII	560114	560458	+	0	NA	promoter-TSS (YGR037C)	protein_coding-promoter-TSS (YGR037C)	-292	YGR037C	YGR037C	YGR037C			ACB1			protein_coding
Interval_291	IV	1031635	1032231	+	0	NA	promoter-TSS (YDR284C)	protein_coding-promoter-TSS (YDR284C)	-503	YDR285W	YDR285W	YDR285W			ZIP1			protein_coding
Interval_662	VII	993814	994236	+	0	NA	promoter-TSS (YGR250C)	protein_coding-promoter-TSS (YGR250C)	-504	YGR250C	YGR250C	YGR250C			YGR250C			protein_coding
Interval_318	IV	1266433	1267382	+	0	NA	promoter-TSS (YDR397C)	protein_coding-promoter-TSS (YDR397C)	-9	YDR397C	YDR397C	YDR397C			NCB2			protein_coding
Interval_345	IV	1476598	1476956	+	0	NA	promoter-TSS (YDR516C)	protein_coding-promoter-TSS (YDR516C)	-301	YDR516C	YDR516C	YDR516C			EMI2			protein_coding
Interval_710	VIII	289280	289650	+	0	NA	promoter-TSS (YHR092C)	protein_coding-promoter-TSS (YHR092C)	323	YHR093W	YHR093W	YHR093W			AHT1			protein_coding
Interval_617	VII	661763	661989	+	0	NA	promoter-TSS (YGR090W)	protein_coding-promoter-TSS (YGR090W)	127	tT(UGU)G1	tT(UGU)G1	tT(UGU)G1			tT(UGU)G1			tRNA
Interval_1441	XVI	678440	679386	+	0	NA	promoter-TSS (YPR063C)	protein_coding-promoter-TSS (YPR063C)	-38	YPR064W	YPR064W	YPR064W			YPR064W			protein_coding
Interval_1349	XV	925292	925485	+	0	NA	promoter-TSS (YOR324C)	protein_coding-promoter-TSS (YOR324C)	-333	YOR326W	YOR326W	YOR326W			MYO2			protein_coding
Interval_1239	XIV	764195	764435	+	0	NA	Intergenic	Intergenic	-1060	YNR070W	YNR070W	YNR070W			PDR18			protein_coding
Interval_635	VII	788157	788819	+	0	NA	promoter-TSS (YGR148C)	protein_coding-promoter-TSS (YGR148C)	-543	YGR149W	YGR149W	YGR149W			YGR149W			protein_coding
Interval_594	VII	525527	525891	+	0	NA	exon (YGR019W, exon 1 of 1)	protein_coding-exon (YGR019W, exon 1 of 1)	480	YGR019W	YGR019W	YGR019W			UGA1			protein_coding
Interval_1222	XIV	576071	577016	+	0	NA	promoter-TSS (YNL030W)	protein_coding-promoter-TSS (YNL030W)	-184	YNL030W	YNL030W	YNL030W			HHF2			protein_coding
Interval_1036	XIII	23663	24136	+	0	NA	promoter-TSS (YML124C)	protein_coding-promoter-TSS (YML124C)	-216	YML124C	YML124C	YML124C			TUB3			protein_coding
Interval_586	VII	432742	434054	+	0	NA	promoter-TSS (YGL035C)	protein_coding-promoter-TSS (YGL035C)	181	YGL034C	YGL034C	YGL034C			YGL034C			protein_coding
Interval_281	IV	946335	946537	+	0	NA	promoter-TSS (YDR242W)	protein_coding-promoter-TSS (YDR242W)	124	tY(GUA)D	tY(GUA)D	tY(GUA)D			SUP2			tRNA
Interval_743	VIII	505647	506076	+	0	NA	promoter-TSS (YHR203C)	protein_coding-promoter-TSS (YHR203C)	-331	YHR203C	YHR203C	YHR203C			RPS4B			protein_coding
Interval_18	I	180921	181465	+	0	NA	promoter-TSS (tL(CAA)A)	tRNA-promoter-TSS (tL(CAA)A)	52	tL(CAA)A	tL(CAA)A	tL(CAA)A			SUP56			tRNA
Interval_92	II	544579	544832	+	0	NA	promoter-TSS (YBR150C)	protein_coding-promoter-TSS (YBR150C)	-212	YBR150C	YBR150C	YBR150C			TBS1			protein_coding
Interval_686	VIII	103813	104181	+	0	NA	promoter-TSS (YHL001W)	protein_coding-promoter-TSS (YHL001W)	-280	YHL001W	YHL001W	YHL001W			RPL14B			protein_coding
Interval_346	IV	1489642	1491310	+	0	NA	promoter-TSS (YDR524C-A)	protein_coding-promoter-TSS (YDR524C-A)	-120	YDR525W-A	YDR525W-A	YDR525W-A			SNA2			protein_coding
Interval_1012	XII	833420	833793	+	0	NA	promoter-TSS (YLR353W)	protein_coding-promoter-TSS (YLR353W)	-746	YLR353W	YLR353W	YLR353W			BUD8			protein_coding
Interval_180	IV	74179	74504	+	0	NA	promoter-TSS (YDL215C)	protein_coding-promoter-TSS (YDL215C)	-423	YDL215C	YDL215C	YDL215C			GDH2			protein_coding
Interval_408	IX	421607	422013	+	0	NA	promoter-TSS (YIR035C)	protein_coding-promoter-TSS (YIR035C)	-20	YIR035C	YIR035C	YIR035C			YIR035C			protein_coding
Interval_1130	XIII	807957	809031	+	0	NA	promoter-TSS (YMR271C)	protein_coding-promoter-TSS (YMR271C)	-177	tQ(CUG)M	tQ(CUG)M	tQ(CUG)M			CDC65			tRNA
Interval_492	V	430871	431420	+	0	NA	promoter-TSS (YER132C)	protein_coding-promoter-TSS (YER132C)	75	snR52	snR52	snR52			snR52			snoRNA
Interval_541	VII	55816	56349	+	0	NA	promoter-TSS (YGL234W)	protein_coding-promoter-TSS (YGL234W)	-286	YGL236C	YGL236C	YGL236C			MTO1			protein_coding
Interval_2	I	9533	9775	+	0	NA	promoter-TSS (YAL066W)	protein_coding-promoter-TSS (YAL066W)	-437	YAL066W	YAL066W	YAL066W			YAL066W			protein_coding
Interval_680	VIII	50576	50891	+	0	NA	promoter-TSS (YHL027W)	protein_coding-promoter-TSS (YHL027W)	-378	YHL027W	YHL027W	YHL027W			RIM101			protein_coding
Interval_789	X	294195	295305	+	0	NA	promoter-TSS (YJL076W)	protein_coding-promoter-TSS (YJL076W)	-49	YJL077W-A	YJL077W-A	YJL077W-A			YJL077W-A			protein_coding
Interval_375	IX	174962	175617	+	0	NA	promoter-TSS (YIL102C)	protein_coding-promoter-TSS (YIL102C)	258	tT(AGU)I1	tT(AGU)I1	tT(AGU)I1			tT(AGU)I1			tRNA
Interval_110	II	668102	668843	+	0	NA	promoter-TSS (YBR222C)	protein_coding-promoter-TSS (YBR222C)	-121	YBR222C	YBR222C	YBR222C			PCS60			protein_coding
Interval_652	VII	931012	931241	+	0	NA	promoter-TSS (tG(GCC)G2)	tRNA-promoter-TSS (tG(GCC)G2)	-103	tG(GCC)G2	tG(GCC)G2	tG(GCC)G2			tG(GCC)G2			tRNA
Interval_89	II	501291	501742	+	0	NA	promoter-TSS (YBR132C)	protein_coding-promoter-TSS (YBR132C)	-74	YBR132C	YBR132C	YBR132C			AGP2			protein_coding
Interval_954	XII	423437	424935	+	0	NA	promoter-TSS (YLR139C)	protein_coding-promoter-TSS (YLR139C)	503	YLR141W	YLR141W	YLR141W			RRN5			protein_coding
Interval_1082	XIII	361674	363225	+	0	NA	promoter-TSS (YMR046W-A)	protein_coding-promoter-TSS (YMR046W-A)	178	YMR046C	YMR046C	YMR046C			YMR046C			protein_coding
Interval_845	XI	21550	21844	+	0	NA	promoter-TSS (YKL217W)	protein_coding-promoter-TSS (YKL217W)	-537	YKL217W	YKL217W	YKL217W			JEN1			protein_coding
Interval_1197	XIV	415585	416625	+	0	NA	TTS (YNL111C)	protein_coding-TTS (YNL111C)	1197	YNL111C	YNL111C	YNL111C			CYB5			protein_coding
Interval_366	IX	129868	130240	+	0	NA	promoter-TSS (YIL122W)	protein_coding-promoter-TSS (YIL122W)	-556	YIL122W	YIL122W	YIL122W			POG1			protein_coding
Interval_942	XII	259679	260169	+	0	NA	promoter-TSS (YLR058C)	protein_coding-promoter-TSS (YLR058C)	-523	YLR058C	YLR058C	YLR058C			SHM2			protein_coding
Interval_1234	XIV	707885	708584	+	0	NA	promoter-TSS (YNR047W)	protein_coding-promoter-TSS (YNR047W)	-289	YNR047W	YNR047W	YNR047W			FPK1			protein_coding
Interval_417	MT	40840	41910	+	0	NA	exon (Q0120, exon 4 of 4)	protein_coding-exon (Q0120, exon 4 of 4)	4835	Q0120	Q0120	Q0120			BI4			protein_coding
Interval_477	V	311194	312193	+	0	NA	promoter-TSS (YER075C)	protein_coding-promoter-TSS (YER075C)	402	tA(UGC)E	tA(UGC)E	tA(UGC)E			tA(UGC)E			tRNA
Interval_28	II	36133	36651	+	0	NA	promoter-TSS (YBL099W)	protein_coding-promoter-TSS (YBL099W)	-6	tF(GAA)B	tF(GAA)B	tF(GAA)B			tF(GAA)B			tRNA
Interval_1115	XIII	637118	637364	+	0	NA	promoter-TSS (YMR188C)	protein_coding-promoter-TSS (YMR188C)	-237	YMR188C	YMR188C	YMR188C			MRPS17			protein_coding
Interval_169	IV	9	812	+	0	NA	Intergenic	Intergenic	-1392	YDL248W	YDL248W	YDL248W			COS7			protein_coding
