chr	start	end	interval_id	num_peaks	num_samples	SPT5_T0_R1.bool	SPT5_T0_R2.bool	SPT5_T15_R1.bool	SPT5_T15_R2.bool	SPT5_T0_R1.fc	SPT5_T0_R2.fc	SPT5_T15_R1.fc	SPT5_T15_R2.fc	SPT5_T0_R1.qval	SPT5_T0_R2.qval	SPT5_T15_R1.qval	SPT5_T15_R2.qval	SPT5_T0_R1.pval	SPT5_T0_R2.pval	SPT5_T15_R1.pval	SPT5_T15_R2.pval	SPT5_T0_R1.start	SPT5_T0_R2.start	SPT5_T15_R1.start	SPT5_T15_R2.start	SPT5_T0_R1.end	SPT5_T0_R2.end	SPT5_T15_R1.end	SPT5_T15_R2.end
V	430870	431420	Interval_492	3	3	TRUE	TRUE	FALSE	TRUE	3.03968	4.41522	NA	3.52163	1.68404	3.63118	NA	2.37598	3.39266	5.7262	NA	4.21758	430870	430940	NA	430906	431420	431351	NA	431334
V	434428	434638	Interval_493	2	2	TRUE	FALSE	FALSE	TRUE	3.99733	NA	NA	2.67326	2.97194	NA	NA	1.11541	4.92696	NA	NA	2.69477	434428	NA	NA	434428	434603	NA	NA	434638
V	435459	436224	Interval_494	2	2	TRUE	TRUE	FALSE	FALSE	4.30511	3.07574	NA	NA	3.4951	1.57558	NA	NA	5.53039	3.32658	NA	NA	435459	435626	NA	NA	436023	436224	NA	NA
V	438717	439614	Interval_495	4	4	TRUE	TRUE	TRUE	TRUE	4.21619	2.93794	3.17461	3.01336	3.34386	1.37338	1.84218	1.61528	5.35143	3.09971	3.53985	3.3097	438724	439390	438979	438717	439474	439614	439403	439394
V	441760	443258	Interval_496	4	4	TRUE	TRUE	TRUE	TRUE	6.59199	5.37369	6.82755	5.17077	8.10559	5.71107	9.35948	5.17206	10.7562	7.9921	12.1959	7.57172	441760	442014	441927	442026	443258	443248	442487	442487
V	461535	463520	Interval_497	4	4	TRUE	TRUE	TRUE	TRUE	4.93487	4.3509	3.57159	2.88812	4.73233	3.79141	2.5908	1.53953	6.92234	5.90253	4.40911	3.18626	461842	461927	461695	461535	463206	462899	463520	463193
V	467585	468227	Interval_498	4	4	TRUE	TRUE	TRUE	TRUE	4.49454	3.10463	4.92142	3.63401	3.80586	1.63528	4.88431	2.47074	5.8673	3.37688	7.05273	4.32698	467585	467630	467628	467587	468114	468103	468213	468227
V	469040	469482	Interval_499	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	2.90539	NA	NA	NA	1.48324	NA	NA	NA	3.09541	NA	NA	NA	469040	NA	NA	NA	469482
V	471866	472574	Interval_500	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	2.61643	NA	NA	NA	1.1964	NA	NA	NA	2.73679	NA	NA	NA	471866	NA	NA	NA	472574
V	473743	475164	Interval_501	4	4	TRUE	TRUE	TRUE	TRUE	2.86084	2.91765	2.68108	3.36205	1.43475	1.40492	1.32302	2.10291	3.06726	3.07536	2.92109	3.88794	473743	474728	474149	474218	474460	475164	474892	474976
V	482963	483188	Interval_502	1	1	TRUE	FALSE	FALSE	FALSE	3.66545	NA	NA	NA	2.57	NA	NA	NA	4.44971	NA	NA	NA	482963	NA	NA	NA	483188	NA	NA	NA
V	490862	491573	Interval_503	4	4	TRUE	TRUE	TRUE	TRUE	4.39975	5.32004	3.76876	3.65495	4.06323	5.5913	3.32612	2.62752	6.18112	7.88019	5.27383	4.53181	490946	490862	491038	490990	491434	491573	491356	491354
V	492161	492407	Interval_504	2	2	TRUE	FALSE	FALSE	TRUE	4.25611	NA	NA	3.25079	3.31435	NA	NA	1.86745	5.33263	NA	NA	3.63128	492164	NA	NA	492161	492407	NA	NA	492399
V	522798	523123	Interval_505	2	2	TRUE	FALSE	FALSE	TRUE	2.79882	NA	NA	3.47023	1.28111	NA	NA	2.2274	2.89036	NA	NA	4.05534	522843	NA	NA	522798	523123	NA	NA	523061
V	525233	525849	Interval_506	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	2.95056	NA	NA	NA	1.5036	NA	NA	NA	3.15622	NA	NA	NA	525233	NA	NA	NA	525849
V	544496	545568	Interval_507	4	4	TRUE	TRUE	TRUE	TRUE	3.74977	3.27997	3.87133	3.14697	2.69897	1.9234	2.943	1.8379	4.58177	3.72741	4.84174	3.55882	544727	544657	544496	544631	545568	545477	545438	545490
V	546620	547390	Interval_508	2	2	FALSE	FALSE	TRUE	TRUE	NA	NA	3.08298	3.34335	NA	NA	1.74002	2.09811	NA	NA	3.43506	3.88266	NA	NA	546620	546646	NA	NA	547107	547390
V	569420	570714	Interval_509	4	4	TRUE	TRUE	TRUE	TRUE	6.86127	7.18631	3.84926	5.29119	8.72637	9.29855	3.40424	5.66072	11.4678	12.0045	5.36986	8.12507	569830	569883	569832	569420	570714	570680	570506	570625
VI	4240	5557	Interval_510	4	4	TRUE	TRUE	TRUE	TRUE	4.43262	8.82842	2.98285	3.65851	5.59626	13.4785	2.9766	2.64669	7.92085	16.4169	4.85044	4.54787	4240	4483	4819	4501	5296	5557	5296	5233
VI	16592	16853	Interval_511	1	1	FALSE	TRUE	FALSE	FALSE	NA	3.49093	NA	NA	NA	2.13721	NA	NA	NA	4.00461	NA	NA	NA	16592	NA	NA	NA	16853	NA	NA
VI	27834	28080	Interval_512	3	3	TRUE	FALSE	TRUE	TRUE	2.96815	NA	3.05127	3.0218	1.45678	NA	1.61092	1.55708	3.14794	NA	3.30288	3.24848	27834	NA	27840	27839	28080	NA	28056	28061
VI	31852	32180	Interval_513	1	1	TRUE	FALSE	FALSE	FALSE	3.04475	NA	NA	NA	1.5581	NA	NA	NA	3.27072	NA	NA	NA	31852	NA	NA	NA	32180	NA	NA	NA
VI	49386	49609	Interval_514	1	1	FALSE	TRUE	FALSE	FALSE	NA	2.74955	NA	NA	NA	1.19473	NA	NA	NA	2.80734	NA	NA	NA	49386	NA	NA	NA	49609	NA	NA
VI	54449	55270	Interval_515	4	4	TRUE	TRUE	TRUE	TRUE	3.61443	3.28355	3.15406	3.25463	2.42321	1.92744	1.82189	1.93645	4.26801	3.70111	3.51523	3.6835	54831	54449	54988	54927	55240	55270	55229	55142
VI	55885	56778	Interval_516	2	2	TRUE	FALSE	FALSE	TRUE	2.80238	NA	NA	3.51544	1.31902	NA	NA	2.32589	2.92423	NA	NA	4.13689	56098	NA	NA	55885	56778	NA	NA	56180
VI	74716	75008	Interval_517	3	3	TRUE	FALSE	TRUE	TRUE	4.16662	NA	3.69855	3.12925	3.30725	NA	2.68695	1.92846	5.29193	NA	4.53096	3.66196	74770	NA	74716	74736	75008	NA	74949	74935
VI	76076	77046	Interval_518	2	2	TRUE	FALSE	TRUE	FALSE	2.99398	NA	3.05399	NA	1.53632	NA	1.70002	NA	3.19582	NA	3.35848	NA	76367	NA	76076	NA	77046	NA	76785	NA
VI	81937	82430	Interval_519	4	4	TRUE	TRUE	TRUE	TRUE	3.32347	3.92581	3.52475	2.69137	2.18023	2.81066	2.88325	1.19572	3.97741	4.76122	4.75316	2.73434	82107	82142	82145	81937	82416	82423	82430	82319
VI	90343	90919	Interval_520	4	4	TRUE	TRUE	TRUE	TRUE	5.63133	5.08076	4.56608	3.2771	6.01871	4.63529	4.18633	1.94471	8.37422	6.89225	6.25848	3.71358	90343	90397	90437	90437	90903	90919	90905	90900
VI	95147	95966	Interval_521	4	4	TRUE	TRUE	TRUE	TRUE	5.11334	4.63789	3.56208	3.32791	5.51546	4.02119	3.21131	2.02728	7.85171	6.15746	5.15159	3.81018	95282	95147	95341	95147	95960	95966	95827	95966
VI	101127	101506	Interval_522	1	1	TRUE	FALSE	FALSE	FALSE	3.73789	NA	NA	NA	2.83458	NA	NA	NA	4.72294	NA	NA	NA	101127	NA	NA	NA	101506	NA	NA	NA
VI	103386	103632	Interval_523	1	1	TRUE	FALSE	FALSE	FALSE	2.87541	NA	NA	NA	1.35974	NA	NA	NA	3.00966	NA	NA	NA	103386	NA	NA	NA	103632	NA	NA	NA
VI	106239	107738	Interval_524	4	4	TRUE	TRUE	TRUE	TRUE	4.56846	3.87343	4.56649	4.70739	3.94945	2.88171	4.34349	4.60159	6.03606	4.85169	6.45329	6.88102	106239	106406	106350	106240	106746	106694	107568	107738
VI	176606	177090	Interval_525	2	2	FALSE	FALSE	TRUE	TRUE	NA	NA	4.34486	3.44927	NA	NA	4.27646	2.38178	NA	NA	6.34799	4.2228	NA	NA	176606	176661	NA	NA	177090	176971
VI	182254	184373	Interval_526	5	4	TRUE	TRUE	TRUE	TRUE	4.05012;3.62402	4.34821	3.47705	3.95389	3.68449;2.85007	3.75285	3.39347	3.18977	5.74271;4.7724	5.82397	5.31723	5.17625	182605;184109	183172	182254	183085	183359;184373	184361	184056	184273
VI	191180	191646	Interval_527	1	1	TRUE	FALSE	FALSE	FALSE	2.68481	NA	NA	NA	1.14538	NA	NA	NA	2.71058	NA	NA	NA	191180	NA	NA	NA	191646	NA	NA	NA
VI	204699	205209	Interval_528	3	3	TRUE	TRUE	TRUE	FALSE	3.39286	3.04079	3.08159	NA	2.04688	1.56028	1.65575	NA	3.84514	3.2723	3.35487	NA	204699	204880	204703	NA	205194	205209	205066	NA
VI	207290	207674	Interval_529	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	2.87225	NA	NA	NA	1.43326	NA	NA	NA	3.04308	NA	NA	NA	207290	NA	NA	NA	207674	NA
VI	219898	220172	Interval_530	1	1	TRUE	FALSE	FALSE	FALSE	2.80487	NA	NA	NA	1.29706	NA	NA	NA	2.90309	NA	NA	NA	219898	NA	NA	NA	220172	NA	NA	NA
VI	221366	223045	Interval_531	4	4	TRUE	TRUE	TRUE	TRUE	4.34056	4.4516	3.5646	4.65331	4.02264	4.06696	2.85797	4.29137	6.10434	6.10442	4.73545	6.51439	221402	221366	221564	221587	222203	223045	221854	221864
VI	223845	227013	Interval_532	4	4	TRUE	TRUE	TRUE	TRUE	4.19736	5.17951	3.83124	3.93203	4.55014	5.33691	4.21479	3.17835	6.70809	7.58948	6.27434	5.165	224808	223845	223914	223882	226860	227013	226816	226851
VI	247670	248453	Interval_533	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	2.65104	NA	NA	NA	1.16074	NA	NA	NA	2.7163	NA	NA	NA	247670	NA	NA	NA	248453	NA
VI	251552	252347	Interval_534	3	3	TRUE	TRUE	FALSE	TRUE	3.60641	3.08792	NA	3.00699	2.44065	1.61318	NA	1.58521	4.28	3.34961	NA	3.2477	251552	251974	NA	252013	252311	252329	NA	252347
VI	255319	256489	Interval_535	3	3	TRUE	FALSE	TRUE	TRUE	3.03034	NA	5.85706	3.7187	1.58393	NA	7.13121	2.61826	3.25489	NA	9.63797	4.51745	255546	NA	255319	255356	256489	NA	256226	256190
VI	263131	263755	Interval_536	4	4	TRUE	TRUE	TRUE	TRUE	2.97852	3.53848	3.55981	2.7626	1.47002	2.25913	2.35421	1.27044	3.16452	4.10923	4.18537	2.83964	263250	263131	263273	263285	263755	263726	263561	263552
VII	8	569	Interval_537	4	4	TRUE	TRUE	TRUE	TRUE	7.34146	9.0584	4.27606	4.07921	9.29198	13.0226	3.81861	3.29085	12.1468	16.0706	5.85719	5.32248	9	8	26	73	548	569	547	521
VII	10093	10353	Interval_538	1	1	FALSE	TRUE	FALSE	FALSE	NA	3.38482	NA	NA	NA	1.97493	NA	NA	NA	3.82342	NA	NA	NA	10093	NA	NA	NA	10353	NA	NA
VII	23111	23805	Interval_539	4	4	TRUE	TRUE	TRUE	TRUE	4.35671	4.96907	5.82362	5.60934	3.59106	4.53475	6.60778	5.78902	5.64224	6.73411	9.05104	8.27069	23111	23293	23290	23294	23738	23740	23805	23748
VII	35212	35404	Interval_540	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	3.45387	NA	NA	NA	2.18322	NA	NA	NA	3.99013	NA	NA	NA	35212	NA	NA	NA	35404	NA
VII	55815	56349	Interval_541	1	1	TRUE	FALSE	FALSE	FALSE	3.02735	NA	NA	NA	1.60726	NA	NA	NA	3.27964	NA	NA	NA	55815	NA	NA	NA	56349	NA	NA	NA
VII	66882	67667	Interval_542	4	4	TRUE	TRUE	TRUE	TRUE	3.81326	2.86109	3.53751	3.26979	2.88125	1.36264	2.4474	2.15276	4.76271	3.03753	4.26523	3.94795	67289	66882	67248	67273	67667	67439	67517	67451
VII	73615	74631	Interval_543	3	3	TRUE	TRUE	FALSE	TRUE	4.42092	3.11694	NA	2.78387	4.07394	1.67672	NA	1.32253	6.18676	3.42065	NA	2.90665	73786	73615	NA	73863	74425	74631	NA	74546
VII	76535	76805	Interval_544	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.48092	NA	NA	NA	2.33717	NA	NA	NA	4.15459	NA	NA	NA	76535	NA	NA	NA	76805
VII	94801	95624	Interval_545	2	2	FALSE	FALSE	TRUE	TRUE	NA	NA	3.31341	3.05264	NA	NA	2.22241	1.81836	NA	NA	4.00035	3.52746	NA	NA	94801	94884	NA	NA	95587	95624
VII	110410	110973	Interval_546	3	3	TRUE	FALSE	TRUE	TRUE	4.68557	NA	3.22374	3.21392	4.01963	NA	1.87897	1.87234	6.15244	NA	3.61248	3.59467	110560	NA	110410	110594	110973	NA	110673	110780
VII	115388	115841	Interval_547	4	4	TRUE	TRUE	TRUE	TRUE	3.3858	3.92429	3.05127	3.51046	2.03473	2.86964	1.61092	2.3047	3.83403	4.81165	3.30288	4.13083	115388	115532	115486	115412	115841	115823	115687	115644
VII	121882	122579	Interval_548	4	4	TRUE	TRUE	TRUE	TRUE	3.17968	3.10806	3.29903	3.03545	1.80685	1.65167	2.08513	1.64921	3.52965	3.38122	3.83942	3.32677	121882	122185	122154	122212	122435	122437	122442	122579
VII	124326	124601	Interval_549	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.35899	NA	NA	NA	2.12157	NA	NA	NA	3.92136	NA	NA	NA	124326	NA	NA	NA	124601
VII	144239	144632	Interval_550	2	2	TRUE	FALSE	TRUE	FALSE	2.51305	NA	2.72589	NA	1.02081	NA	1.2875	NA	2.5514	NA	2.86944	NA	144239	NA	144279	NA	144618	NA	144632	NA
VII	149044	149397	Interval_551	4	4	TRUE	TRUE	TRUE	TRUE	6.19236	3.30146	5.70844	3.9413	6.61706	1.88056	6.1681	2.89887	9.13291	3.69878	8.54058	4.87229	149082	149060	149044	149074	149349	149313	149391	149397
VII	159132	159352	Interval_552	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	3.86672	NA	NA	NA	2.99037	NA	NA	NA	4.88614	NA	NA	NA	159132	NA	NA	NA	159352	NA
VII	159358	159585	Interval_553	1	1	FALSE	TRUE	FALSE	FALSE	NA	2.79086	NA	NA	NA	1.24981	NA	NA	NA	2.88507	NA	NA	NA	159358	NA	NA	NA	159585	NA	NA
VII	165016	166722	Interval_554	4	4	TRUE	TRUE	TRUE	TRUE	3.23653	3.22002	3.47735	3.70555	1.9537	1.9767	2.67482	2.9183	3.69519	3.78743	4.51259	4.87151	165224	165307	165016	165233	166722	166495	166447	166435
VII	190267	191232	Interval_555	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.55173	NA	NA	NA	2.44506	NA	NA	NA	4.29263	NA	NA	NA	190267	NA	NA	NA	191232
VII	197132	198063	Interval_556	4	4	TRUE	TRUE	TRUE	TRUE	3.35092	3.20908	3.86839	3.68435	2.07884	1.79108	3.18839	2.6191	3.86353	3.56199	5.12024	4.51442	197238	197179	197132	197132	198023	197952	197936	198063
VII	200083	200333	Interval_557	1	1	FALSE	TRUE	FALSE	FALSE	NA	3.21312	NA	NA	NA	1.77417	NA	NA	NA	3.54503	NA	NA	NA	200083	NA	NA	NA	200333	NA	NA
VII	205320	205683	Interval_558	1	1	TRUE	FALSE	FALSE	FALSE	4.38115	NA	NA	NA	3.65906	NA	NA	NA	5.72095	NA	NA	NA	205320	NA	NA	NA	205683	NA	NA	NA
VII	206405	206711	Interval_559	3	3	TRUE	FALSE	TRUE	TRUE	3.81784	NA	4.74065	2.90859	2.68118	NA	4.34439	1.5131	4.59553	NA	6.46567	3.15904	206447	NA	206448	206405	206658	NA	206711	206657
VII	228453	228741	Interval_560	1	1	TRUE	FALSE	FALSE	FALSE	3.35154	NA	NA	NA	2.11168	NA	NA	NA	3.87477	NA	NA	NA	228453	NA	NA	NA	228741	NA	NA	NA
VII	229908	230101	Interval_561	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	3.27862	NA	NA	NA	2.25534	NA	NA	NA	4.03163	NA	NA	NA	229908	NA	NA	NA	230101	NA
VII	254273	254583	Interval_562	1	1	TRUE	FALSE	FALSE	FALSE	3.3988	NA	NA	NA	2.04859	NA	NA	NA	3.85406	NA	NA	NA	254273	NA	NA	NA	254583	NA	NA	NA
VII	270971	272921	Interval_563	4	4	TRUE	TRUE	TRUE	TRUE	5.40697	7.75469	4.7295	5.36529	6.45733	9.97577	5.6794	5.62829	8.90539	12.7315	7.96861	8.05116	271185	271397	270971	271175	272256	272221	272921	272230
VII	276802	277533	Interval_564	4	4	TRUE	TRUE	TRUE	TRUE	3.80607	3.88493	3.40204	4.13756	2.76934	2.8686	2.31089	3.45638	4.6793	4.7944	4.09217	5.50967	277182	277038	276843	276802	277423	277533	277415	277425
VII	280661	281396	Interval_565	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	2.80641	NA	NA	NA	1.35267	NA	NA	NA	2.93962	NA	NA	NA	280661	NA	NA	NA	281396
VII	284133	284403	Interval_566	1	1	TRUE	FALSE	FALSE	FALSE	2.85552	NA	NA	NA	1.35104	NA	NA	NA	2.97833	NA	NA	NA	284133	NA	NA	NA	284403	NA	NA	NA
VII	287291	287516	Interval_567	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.41436	NA	NA	NA	2.21169	NA	NA	NA	4.02357	NA	NA	NA	287291	NA	NA	NA	287516
VII	311664	312396	Interval_568	1	1	FALSE	TRUE	FALSE	FALSE	NA	2.95581	NA	NA	NA	1.43713	NA	NA	NA	3.13768	NA	NA	NA	311664	NA	NA	NA	312396	NA	NA
VII	319766	319960	Interval_569	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.19392	NA	NA	NA	1.86239	NA	NA	NA	3.59003	NA	NA	NA	319766	NA	NA	NA	319960
VII	323633	324954	Interval_570	2	2	FALSE	FALSE	TRUE	TRUE	NA	NA	2.81489	3.75097	NA	NA	1.47876	2.60675	NA	NA	3.1103	4.5247	NA	NA	323633	323680	NA	NA	324954	324912
VII	345806	347084	Interval_571	3	3	TRUE	TRUE	TRUE	FALSE	3.0515	2.83544	3.21064	NA	1.60008	1.30199	1.84358	NA	3.28498	2.94554	3.57903	NA	345806	345813	346818	NA	345976	347034	347084	NA
VII	366076	366729	Interval_572	2	2	FALSE	TRUE	FALSE	TRUE	NA	3.30087	NA	3.00706	NA	1.95159	NA	1.59762	NA	3.72901	NA	3.25734	NA	366076	NA	366208	NA	366709	NA	366729
VII	368302	368654	Interval_573	2	2	TRUE	FALSE	FALSE	TRUE	3.27724	NA	NA	3.02298	1.86942	NA	NA	1.75577	3.6451	NA	NA	3.45788	368302	NA	NA	368314	368654	NA	NA	368654
VII	371028	371720	Interval_574	4	4	TRUE	TRUE	TRUE	TRUE	3.31048	4.59011	3.28806	3.69541	2.02166	4.49922	2.34752	3.09773	3.79112	6.68686	4.12767	5.07804	371028	371077	371141	371113	371720	371467	371642	371462
VII	383351	385778	Interval_575	5	4	TRUE	TRUE	TRUE	TRUE	2.92685;5.1854	5.14255	5.55472	4.90554	1.44871;5.34682	5.20437	6.49983	5.08136	3.08352;7.61189	7.44283	8.89745	7.41205	383351;384638	384632	383354	384498	383538;385241	385136	385778	385396
VII	393662	393911	Interval_576	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.42317	NA	NA	NA	2.12776	NA	NA	NA	3.94293	NA	NA	NA	393662	NA	NA	NA	393911
VII	397744	399692	Interval_577	4	4	TRUE	TRUE	TRUE	TRUE	6.26917	5.03199	6.08814	5.93053	7.46214	5.13314	7.42105	7.01716	10.0167	7.3592	9.96061	9.73366	397744	397888	397906	397913	399510	399692	398318	398348
VII	401493	402312	Interval_578	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	2.81778	NA	NA	NA	1.29745	NA	NA	NA	2.92387	NA	NA	NA	401493	NA	NA	NA	402312
VII	404418	404682	Interval_579	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.01818	NA	NA	NA	1.5616	NA	NA	NA	3.25157	NA	NA	NA	404418	NA	NA	NA	404682
VII	405459	405687	Interval_580	1	1	TRUE	FALSE	FALSE	FALSE	3.10488	NA	NA	NA	1.74322	NA	NA	NA	3.46049	NA	NA	NA	405459	NA	NA	NA	405687	NA	NA	NA
VII	409489	409844	Interval_581	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	2.67722	NA	NA	NA	1.22571	NA	NA	NA	2.79031	NA	NA	NA	409489	NA	NA	NA	409844	NA
VII	412155	413928	Interval_582	4	4	TRUE	TRUE	TRUE	TRUE	5.45401	4.48114	5.43528	3.47317	5.49757	3.82992	6.01444	2.22416	7.82902	5.9018	8.35654	4.04714	413224	413097	413263	412155	413898	413711	413655	413928
VII	420721	421398	Interval_583	1	1	TRUE	FALSE	FALSE	FALSE	2.79647	NA	NA	NA	1.28059	NA	NA	NA	2.88451	NA	NA	NA	420721	NA	NA	NA	421398	NA	NA	NA
VII	422280	423712	Interval_584	4	4	TRUE	TRUE	TRUE	TRUE	3.99849	3.18927	4.56215	5.04379	2.99444	1.7182	4.13895	4.73388	4.94378	3.50167	6.21515	7.04294	422280	422881	423108	423115	423712	423305	423538	423321
VII	428144	428387	Interval_585	2	2	FALSE	FALSE	TRUE	TRUE	NA	NA	5.7663	5.04013	NA	NA	6.48035	5.38631	NA	NA	8.88248	7.80136	NA	NA	428146	428144	NA	NA	428387	428355
VII	432741	434054	Interval_586	4	4	TRUE	TRUE	TRUE	TRUE	3.61286	3.13656	5.41351	3.1353	2.46363	1.80908	5.94084	1.8888	4.29899	3.56934	8.26756	3.62074	433191	433269	433294	432741	434054	433902	433573	433968
VII	438240	438879	Interval_587	4	4	TRUE	TRUE	TRUE	TRUE	2.92498	3.77683	2.4926	5.02664	1.72568	2.70483	1.28932	5.23193	3.43987	4.64335	2.86871	7.62002	438240	438269	438613	438511	438878	438845	438813	438879
VII	443351	443559	Interval_588	1	1	TRUE	FALSE	FALSE	FALSE	2.9251	NA	NA	NA	1.45488	NA	NA	NA	3.09173	NA	NA	NA	443351	NA	NA	NA	443559	NA	NA	NA
VII	472347	472938	Interval_589	3	3	TRUE	FALSE	TRUE	TRUE	3.10362	NA	4.11304	3.53425	1.67839	NA	3.54383	2.38026	3.37153	NA	5.48837	4.22816	472497	NA	472347	472603	472709	NA	472938	472797
VII	478585	478768	Interval_590	1	1	TRUE	FALSE	FALSE	FALSE	3.01276	NA	NA	NA	1.55736	NA	NA	NA	3.23764	NA	NA	NA	478585	NA	NA	NA	478768	NA	NA	NA
VII	479936	481950	Interval_591	2	2	TRUE	TRUE	FALSE	FALSE	2.69432	3.22464	NA	NA	1.15687	1.89451	NA	NA	2.72408	3.68641	NA	NA	480051	479936	NA	NA	480782	481950	NA	NA
VII	482764	484510	Interval_592	4	4	TRUE	TRUE	TRUE	TRUE	4.71486	5.93775	3.97534	3.7836	4.29334	6.43127	3.18432	2.72859	6.43001	8.82519	5.12493	4.65015	483049	482764	483057	483118	484482	484510	484204	484394
VII	515921	516599	Interval_593	3	3	TRUE	FALSE	TRUE	TRUE	3.05429	NA	3.88287	3.60113	1.62713	NA	3.0396	2.43636	3.30171	NA	4.93145	4.28299	516309	NA	516105	515921	516599	NA	516525	516555
VII	525526	525891	Interval_594	3	3	FALSE	TRUE	TRUE	TRUE	NA	2.74921	3.76943	3.12753	NA	1.19748	3.05377	1.79722	NA	2.81654	4.9558	3.49669	NA	525526	525599	525621	NA	525795	525891	525885
VII	528429	528973	Interval_595	3	3	TRUE	FALSE	TRUE	TRUE	3.59746	NA	3.52829	3.36825	2.4225	NA	2.51721	2.18955	4.27043	NA	4.34219	3.99055	528437	NA	528429	528630	528780	NA	528973	528877
VII	534916	535452	Interval_596	1	1	FALSE	TRUE	FALSE	FALSE	NA	3.20285	NA	NA	NA	1.74146	NA	NA	NA	3.52699	NA	NA	NA	534916	NA	NA	NA	535452	NA	NA
VII	541599	541938	Interval_597	1	1	FALSE	TRUE	FALSE	FALSE	NA	2.95748	NA	NA	NA	1.40462	NA	NA	NA	3.13121	NA	NA	NA	541599	NA	NA	NA	541938	NA	NA
VII	544601	544966	Interval_598	1	1	FALSE	TRUE	FALSE	FALSE	NA	2.75958	NA	NA	NA	1.31505	NA	NA	NA	2.9706	NA	NA	NA	544601	NA	NA	NA	544966	NA	NA
VII	546302	546484	Interval_599	1	1	TRUE	FALSE	FALSE	FALSE	2.7739	NA	NA	NA	1.25555	NA	NA	NA	2.84549	NA	NA	NA	546302	NA	NA	NA	546484	NA	NA	NA
VII	547206	547767	Interval_600	3	3	TRUE	FALSE	TRUE	TRUE	2.82905	NA	4.11018	3.91136	1.46516	NA	4.60219	3.61017	3.11546	NA	6.73229	5.68091	547265	NA	547315	547206	547767	NA	547585	547575
VII	555148	555697	Interval_601	2	2	TRUE	TRUE	FALSE	FALSE	3.86945	4.41413	NA	NA	2.90585	3.79724	NA	NA	4.81664	5.90323	NA	NA	555148	555496	NA	NA	555695	555697	NA	NA
VII	557697	557938	Interval_602	2	2	TRUE	FALSE	TRUE	FALSE	3.75748	NA	4.14227	NA	2.57433	NA	3.3864	NA	4.46759	NA	5.35746	NA	557697	NA	557709	NA	557864	NA	557938	NA
VII	560113	560458	Interval_603	2	2	FALSE	FALSE	TRUE	TRUE	NA	NA	3.15115	3.87577	NA	NA	1.85164	2.8428	NA	NA	3.55739	4.7994	NA	NA	560170	560113	NA	NA	560439	560458
VII	561635	561909	Interval_604	1	1	FALSE	TRUE	FALSE	FALSE	NA	2.85497	NA	NA	NA	1.31041	NA	NA	NA	2.99153	NA	NA	NA	561635	NA	NA	NA	561909	NA	NA
VII	576552	577004	Interval_605	3	3	TRUE	TRUE	FALSE	TRUE	3.26615	3.24403	NA	3.48602	1.90885	1.77856	NA	2.24284	3.65965	3.59195	NA	4.07446	576576	576552	NA	576621	577004	577004	NA	577004
VII	581624	581857	Interval_606	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	2.95904	NA	NA	NA	1.72865	NA	NA	NA	3.42989	NA	NA	NA	581624	NA	NA	NA	581857
VII	584210	584665	Interval_607	2	2	FALSE	FALSE	TRUE	TRUE	NA	NA	3.44761	3.43074	NA	NA	2.35552	2.2705	NA	NA	4.13762	4.09792	NA	NA	584210	584262	NA	NA	584665	584639
VII	591599	593272	Interval_608	4	4	TRUE	TRUE	TRUE	TRUE	3.0878	3.33892	5.05681	4.60684	1.83345	2.08993	5.64714	4.58802	3.551	3.9209	7.9344	6.85869	591648	592360	591599	591864	593062	592919	593246	593272
VII	596352	596561	Interval_609	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	3.68274	NA	NA	NA	2.69518	NA	NA	NA	4.5431	NA	NA	NA	596352	NA	NA	NA	596561	NA
VII	598868	599300	Interval_610	2	2	FALSE	FALSE	TRUE	TRUE	NA	NA	7.08976	3.732	NA	NA	9.0172	3.07969	NA	NA	11.8277	5.06009	NA	NA	598868	598880	NA	NA	599181	599300
VII	609226	610522	Interval_611	4	4	TRUE	TRUE	TRUE	TRUE	4.72464	4.28525	5.2487	4.76497	4.24554	3.38058	5.55786	4.30016	6.37333	5.4405	7.8296	6.53908	609372	609245	609226	609234	610310	610522	610314	610269
