PeakID (cmd=annotatePeaks.pl SPT5_T0_R1_peaks.broadPeak genome.fa -gid -gtf genes.gtf -cpu 2)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
SPT5_T0_R1_peak_407	VII	974362	974745	+	16	NA	promoter-TSS (YGR240C)	protein_coding-promoter-TSS (YGR240C)	224	YGR240C-A	YGR240C-A	YGR240C-A			YGR240C-A			protein_coding
SPT5_T0_R1_peak_818	XV	797004	797170	+	16	NA	promoter-TSS (YOR246C)	protein_coding-promoter-TSS (YOR246C)	-294	YOR246C	YOR246C	YOR246C			ENV9			protein_coding
SPT5_T0_R1_peak_715	XIV	104702	104908	+	16	NA	promoter-TSS (YNL284C)	protein_coding-promoter-TSS (YNL284C)	0	tT(AGU)N1	tT(AGU)N1	tT(AGU)N1			tT(AGU)N1			tRNA
SPT5_T0_R1_peak_464	X	136340	136995	+	16	NA	promoter-TSS (YJL149W)	protein_coding-promoter-TSS (YJL149W)	106	YJL151C	YJL151C	YJL151C			SNA3			protein_coding
SPT5_T0_R1_peak_806	XV	606275	606495	+	16	NA	promoter-TSS (YOR145C)	protein_coding-promoter-TSS (YOR145C)	-214	YOR145C	YOR145C	YOR145C			PNO1			protein_coding
SPT5_T0_R1_peak_765	XV	5047	5372	+	16	NA	promoter-TSS (YOL164W)	protein_coding-promoter-TSS (YOL164W)	-966	YOL164W	YOL164W	YOL164W			BDS1			protein_coding
SPT5_T0_R1_peak_743	XIV	479278	480052	+	16	NA	promoter-TSS (YNL078W)	protein_coding-promoter-TSS (YNL078W)	-103	YNL078W	YNL078W	YNL078W			NIS1			protein_coding
SPT5_T0_R1_peak_457	X	79573	79931	+	16	NA	promoter-TSS (YJL186W)	protein_coding-promoter-TSS (YJL186W)	-403	YJL186W	YJL186W	YJL186W			MNN5			protein_coding
SPT5_T0_R1_peak_852	XVI	102651	103109	+	16	NA	promoter-TSS (YPL235W)	protein_coding-promoter-TSS (YPL235W)	-178	YPL236C	YPL236C	YPL236C			ENV7			protein_coding
SPT5_T0_R1_peak_180	IV	1305556	1305784	+	16	NA	promoter-TSS (YDR420W)	protein_coding-promoter-TSS (YDR420W)	40	tS(AGA)D3	tS(AGA)D3	tS(AGA)D3			tS(AGA)D3			tRNA
SPT5_T0_R1_peak_11	I	138929	139305	+	16	NA	promoter-TSS (YAL007C)	protein_coding-promoter-TSS (YAL007C)	-35	tP(UGG)A	tP(UGG)A	tP(UGG)A			TRN1			tRNA
SPT5_T0_R1_peak_695	XIII	861101	861968	+	16	NA	promoter-TSS (YMR296C)	protein_coding-promoter-TSS (YMR296C)	-388	YMR297W	YMR297W	YMR297W			PRC1			protein_coding
SPT5_T0_R1_peak_570	XII	187437	187719	+	16	NA	promoter-TSS (YLR023C)	protein_coding-promoter-TSS (YLR023C)	-449	YLR023C	YLR023C	YLR023C			IZH3			protein_coding
SPT5_T0_R1_peak_365	VII	472498	472709	+	16	NA	promoter-TSS (YGL012W)	protein_coding-promoter-TSS (YGL012W)	-252	YGL012W	YGL012W	YGL012W			ERG4			protein_coding
SPT5_T0_R1_peak_77	II	792124	792299	+	16	NA	promoter-TSS (YBR295W)	protein_coding-promoter-TSS (YBR295W)	-638	YBR295W	YBR295W	YBR295W			PCA1			protein_coding
SPT5_T0_R1_peak_369	VII	516310	516599	+	16	NA	promoter-TSS (YGR014W)	protein_coding-promoter-TSS (YGR014W)	-489	YGR014W	YGR014W	YGR014W			MSB2			protein_coding
SPT5_T0_R1_peak_335	VII	55816	56349	+	16	NA	promoter-TSS (YGL234W)	protein_coding-promoter-TSS (YGL234W)	-286	YGL236C	YGL236C	YGL236C			MTO1			protein_coding
SPT5_T0_R1_peak_766	XV	21182	21705	+	16	NA	promoter-TSS (YOL158C)	protein_coding-promoter-TSS (YOL158C)	-132	YOL158C	YOL158C	YOL158C			ENB1			protein_coding
SPT5_T0_R1_peak_245	MT	28722	29024	+	16	NA	exon (Q0085, exon 1 of 1)	protein_coding-exon (Q0085, exon 1 of 1)	386	Q0085	Q0085	Q0085			ATP6			protein_coding
SPT5_T0_R1_peak_264	V	107001	107194	+	16	NA	promoter-TSS (YEL024W)	protein_coding-promoter-TSS (YEL024W)	-163	YEL024W	YEL024W	YEL024W			RIP1			protein_coding
SPT5_T0_R1_peak_859	XVI	207396	207790	+	16	NA	promoter-TSS (YPL179W)	protein_coding-promoter-TSS (YPL179W)	-564	YPL179W	YPL179W	YPL179W			PPQ1			protein_coding
SPT5_T0_R1_peak_471	X	204756	205211	+	16	NA	promoter-TSS (YJL112W)	protein_coding-promoter-TSS (YJL112W)	248	tD(GUC)J1	tD(GUC)J1	tD(GUC)J1			tD(GUC)J1			tRNA
SPT5_T0_R1_peak_90	III	127409	127931	+	16	NA	promoter-TSS (YCR007C)	protein_coding-promoter-TSS (YCR007C)	-46	tN(GUU)C	tN(GUU)C	tN(GUU)C			tN(GUU)C			tRNA
SPT5_T0_R1_peak_312	VI	31853	32180	+	15	NA	Intergenic	Intergenic	-1476	YFL051C	YFL051C	YFL051C			YFL051C			protein_coding
SPT5_T0_R1_peak_394	VII	823510	823880	+	15	NA	promoter-TSS (YGR161C-C)	protein_coding-promoter-TSS (YGR161C-C)	213	tV(AAC)G2	tV(AAC)G2	tV(AAC)G2			tV(AAC)G2			tRNA
SPT5_T0_R1_peak_216	IX	210625	210798	+	15	NA	promoter-TSS (tI(AAU)I2)	tRNA-promoter-TSS (tI(AAU)I2)	46	tI(AAU)I2	tI(AAU)I2	tI(AAU)I2			tI(AAU)I2			tRNA
SPT5_T0_R1_peak_772	XV	81393	81927	+	15	NA	TTS (YOL126C)	protein_coding-TTS (YOL126C)	1260	YOL126C	YOL126C	YOL126C			MDH2			protein_coding
SPT5_T0_R1_peak_316	VI	76368	77046	+	15	NA	promoter-TSS (YFL030W)	protein_coding-promoter-TSS (YFL030W)	-124	YFL030W	YFL030W	YFL030W			AGX1			protein_coding
SPT5_T0_R1_peak_175	IV	1266954	1267382	+	15	NA	promoter-TSS (YDR397C)	protein_coding-promoter-TSS (YDR397C)	-270	YDR397C	YDR397C	YDR397C			NCB2			protein_coding
SPT5_T0_R1_peak_433	VIII	255967	256209	+	15	NA	promoter-TSS (YHR077C)	protein_coding-promoter-TSS (YHR077C)	-272	YHR078W	YHR078W	YHR078W			YHR078W			protein_coding
SPT5_T0_R1_peak_147	IV	867693	867886	+	15	NA	promoter-TSS (YDR207C)	protein_coding-promoter-TSS (YDR207C)	-267	YDR207C	YDR207C	YDR207C			UME6			protein_coding
SPT5_T0_R1_peak_655	XIII	223881	224140	+	15	NA	promoter-TSS (YML026C)	protein_coding-promoter-TSS (YML026C)	-182	YML026C	YML026C	YML026C			RPS18B			protein_coding
SPT5_T0_R1_peak_762	XIV	763099	763286	+	15	NA	promoter-TSS (YNR069C)	protein_coding-promoter-TSS (YNR069C)	-600	YNR069C	YNR069C	YNR069C			BSC5			protein_coding
SPT5_T0_R1_peak_440	VIII	381382	381568	+	15	NA	promoter-TSS (snR32)	snoRNA-promoter-TSS (snR32)	-65	snR32	snR32	snR32			snR32			snoRNA
SPT5_T0_R1_peak_709	XIV	57579	58089	+	15	NA	promoter-TSS (YNL306W)	protein_coding-promoter-TSS (YNL306W)	-261	YNL307C	YNL307C	YNL307C			MCK1			protein_coding
SPT5_T0_R1_peak_170	IV	1201667	1202070	+	15	NA	promoter-TSS (YDR363W-A)	protein_coding-promoter-TSS (YDR363W-A)	118	tK(CUU)D1	tK(CUU)D1	tK(CUU)D1			tK(CUU)D1			tRNA
SPT5_T0_R1_peak_366	VII	478586	478768	+	15	NA	promoter-TSS (YGL009C)	protein_coding-promoter-TSS (YGL009C)	-25	YGL009C	YGL009C	YGL009C			LEU1			protein_coding
SPT5_T0_R1_peak_284	V	295089	295734	+	15	NA	promoter-TSS (YER069W)	protein_coding-promoter-TSS (YER069W)	1	YER069W	YER069W	YER069W			ARG5,6			protein_coding
SPT5_T0_R1_peak_273	V	194661	195020	+	15	NA	promoter-TSS (YER019C-A)	protein_coding-promoter-TSS (YER019C-A)	-301	YER019C-A	YER019C-A	YER019C-A			SBH2			protein_coding
SPT5_T0_R1_peak_873	XVI	411779	412156	+	15	NA	promoter-TSS (YPL075W)	protein_coding-promoter-TSS (YPL075W)	-287	YPL075W	YPL075W	YPL075W			GCR1			protein_coding
SPT5_T0_R1_peak_411	VII	1051882	1052477	+	15	NA	promoter-TSS (YGR280C)	protein_coding-promoter-TSS (YGR280C)	-454	YGR280C	YGR280C	YGR280C			PXR1			protein_coding
SPT5_T0_R1_peak_107	IV	215836	216083	+	15	NA	promoter-TSS (YDL137W)	protein_coding-promoter-TSS (YDL137W)	-570	YDL137W	YDL137W	YDL137W			ARF2			protein_coding
SPT5_T0_R1_peak_537	XI	362000	362440	+	15	NA	promoter-TSS (YKL039W)	protein_coding-promoter-TSS (YKL039W)	-392	YKL040C	YKL040C	YKL040C			NFU1			protein_coding
SPT5_T0_R1_peak_654	XIII	220841	221484	+	15	NA	promoter-TSS (YML027W)	protein_coding-promoter-TSS (YML027W)	-244	YML027W	YML027W	YML027W			YOX1			protein_coding
SPT5_T0_R1_peak_833	XV	949442	949676	+	15	NA	promoter-TSS (YOR335C)	protein_coding-promoter-TSS (YOR335C)	-214	YOR336W	YOR336W	YOR336W			KRE5			protein_coding
SPT5_T0_R1_peak_465	X	139593	140273	+	15	NA	promoter-TSS (YJL148W)	protein_coding-promoter-TSS (YJL148W)	17	snR190	snR190	snR190			snR190			snoRNA
SPT5_T0_R1_peak_513	XI	66353	66786	+	15	NA	exon (YKL201C, exon 1 of 1)	protein_coding-exon (YKL201C, exon 1 of 1)	897	YKL201C	YKL201C	YKL201C			MNN4			protein_coding
SPT5_T0_R1_peak_748	XIV	546636	547433	+	15	NA	promoter-TSS (YNL042W-B)	protein_coding-promoter-TSS (YNL042W-B)	-60	tP(UGG)N1	tP(UGG)N1	tP(UGG)N1			tP(UGG)N1			tRNA
SPT5_T0_R1_peak_596	XII	628280	628537	+	15	NA	promoter-TSS (tL(CAA)L)	tRNA-promoter-TSS (tL(CAA)L)	25	tL(CAA)L	tL(CAA)L	tL(CAA)L			tL(CAA)L			tRNA
SPT5_T0_R1_peak_906	XVI	882863	883336	+	15	NA	promoter-TSS (YPR169W-A)	protein_coding-promoter-TSS (YPR169W-A)	-140	YPR169W-A	YPR169W-A	YPR169W-A			YPR169W-A			protein_coding
SPT5_T0_R1_peak_242	MT	14887	16124	+	15	NA	exon (Q0050, exon 1 of 1)	protein_coding-exon (Q0050, exon 1 of 1)	1687	Q0065	Q0065	Q0065			AI4			protein_coding
SPT5_T0_R1_peak_456	X	75464	75679	+	15	NA	promoter-TSS (YJL189W)	protein_coding-promoter-TSS (YJL189W)	-269	YJL190C	YJL190C	YJL190C			RPS22A			protein_coding
SPT5_T0_R1_peak_424	VIII	115274	116209	+	15	NA	promoter-TSS (YHR005C)	protein_coding-promoter-TSS (YHR005C)	160	YHR005C-A	YHR005C-A	YHR005C-A			TIM10			protein_coding
SPT5_T0_R1_peak_331	VI	255547	256489	+	15	NA	promoter-TSS (YFR053C)	protein_coding-promoter-TSS (YFR053C)	-969	YFR053C	YFR053C	YFR053C			HXK1			protein_coding
SPT5_T0_R1_peak_13	I	143456	143686	+	15	NA	promoter-TSS (YAL002W)	protein_coding-promoter-TSS (YAL002W)	-136	YAL002W	YAL002W	YAL002W			VPS8			protein_coding
SPT5_T0_R1_peak_623	XII	871561	871726	+	15	NA	promoter-TSS (YLR373C)	protein_coding-promoter-TSS (YLR373C)	-54	YLR375W	YLR375W	YLR375W			STP3			protein_coding
SPT5_T0_R1_peak_442	VIII	384840	385167	+	15	NA	promoter-TSS (YHR143W)	protein_coding-promoter-TSS (YHR143W)	-507	YHR143W	YHR143W	YHR143W			DSE2			protein_coding
SPT5_T0_R1_peak_783	XV	231936	232346	+	15	NA	promoter-TSS (YOL052C-A)	protein_coding-promoter-TSS (YOL052C-A)	-386	YOL052C-A	YOL052C-A	YOL052C-A			DDR2			protein_coding
SPT5_T0_R1_peak_492	X	585384	585623	+	15	NA	promoter-TSS (YJR085C)	protein_coding-promoter-TSS (YJR085C)	-66	YJR085C	YJR085C	YJR085C			YJR085C			protein_coding
SPT5_T0_R1_peak_165	IV	1156298	1156569	+	15	NA	promoter-TSS (YDR342C)	protein_coding-promoter-TSS (YDR342C)	-505	YDR342C	YDR342C	YDR342C			HXT7			protein_coding
SPT5_T0_R1_peak_562	XII	22910	23348	+	15	NA	promoter-TSS (YLL058W)	protein_coding-promoter-TSS (YLL058W)	-149	YLL059C	YLL059C	YLL059C			YLL059C			protein_coding
SPT5_T0_R1_peak_691	XIII	777392	777823	+	14	NA	promoter-TSS (YMR253C)	protein_coding-promoter-TSS (YMR253C)	316	YMR254C	YMR254C	YMR254C			YMR254C			protein_coding
SPT5_T0_R1_peak_303	V	473744	474460	+	14	NA	promoter-TSS (YER152C)	protein_coding-promoter-TSS (YER152C)	-114	YER152C	YER152C	YER152C			YER152C			protein_coding
SPT5_T0_R1_peak_311	VI	27835	28080	+	14	NA	promoter-TSS (YFL052W)	protein_coding-promoter-TSS (YFL052W)	-275	YFL052W	YFL052W	YFL052W			YFL052W			protein_coding
SPT5_T0_R1_peak_128	IV	488428	489307	+	14	NA	promoter-TSS (YDR022C)	protein_coding-promoter-TSS (YDR022C)	3	tV(UAC)D	tV(UAC)D	tV(UAC)D			tV(UAC)D			tRNA
SPT5_T0_R1_peak_252	MT	77893	78578	+	14	NA	promoter-TSS (Q0275)	protein_coding-promoter-TSS (Q0275)	-73	tT(XXX)Q2	tT(XXX)Q2	tT(XXX)Q2			tT(XXX)Q2			tRNA
SPT5_T0_R1_peak_435	VIII	289280	289650	+	14	NA	promoter-TSS (YHR092C)	protein_coding-promoter-TSS (YHR092C)	323	YHR093W	YHR093W	YHR093W			AHT1			protein_coding
SPT5_T0_R1_peak_733	XIV	351902	352174	+	14	NA	promoter-TSS (YNL145W)	protein_coding-promoter-TSS (YNL145W)	323	YNL146W	YNL146W	YNL146W			YNL146W			protein_coding
SPT5_T0_R1_peak_516	XI	73935	74133	+	14	NA	promoter-TSS (YKL197C)	protein_coding-promoter-TSS (YKL197C)	-169	YKL197C	YKL197C	YKL197C			PEX1			protein_coding
SPT5_T0_R1_peak_81	III	48324	48524	+	14	NA	promoter-TSS (YCL044C)	protein_coding-promoter-TSS (YCL044C)	-60	YCL044C	YCL044C	YCL044C			MGR1			protein_coding
SPT5_T0_R1_peak_589	XII	523525	523763	+	14	NA	promoter-TSS (YLR186W)	protein_coding-promoter-TSS (YLR186W)	12	YLR186W	YLR186W	YLR186W			EMG1			protein_coding
SPT5_T0_R1_peak_253	MT	79259	79907	+	14	NA	TTS (tV(UAC)Q)	tRNA-TTS (tV(UAC)Q)	370	Q0275	Q0275	Q0275			COX3			protein_coding
SPT5_T0_R1_peak_841	XV	1050798	1050975	+	14	NA	promoter-TSS (YOR380W)	protein_coding-promoter-TSS (YOR380W)	178	YOR379C	YOR379C	YOR379C			YOR379C			protein_coding
SPT5_T0_R1_peak_153	IV	955249	955516	+	14	NA	promoter-TSS (YDR247W)	protein_coding-promoter-TSS (YDR247W)	249	YDR246W-A	YDR246W-A	YDR246W-A			YDR246W-A			protein_coding
SPT5_T0_R1_peak_866	XVI	302809	303028	+	14	NA	promoter-TSS (YPL131W)	protein_coding-promoter-TSS (YPL131W)	-203	YPL131W	YPL131W	YPL131W			RPL5			protein_coding
SPT5_T0_R1_peak_223	IX	291849	292338	+	14	NA	promoter-TSS (YIL031W)	protein_coding-promoter-TSS (YIL031W)	224	YIL032C	YIL032C	YIL032C			YIL032C			protein_coding
SPT5_T0_R1_peak_491	X	570763	571153	+	14	NA	promoter-TSS (YJR070C)	protein_coding-promoter-TSS (YJR070C)	-360	YJR070C	YJR070C	YJR070C			LIA1			protein_coding
SPT5_T0_R1_peak_473	X	223873	224391	+	14	NA	promoter-TSS (YJL105W)	protein_coding-promoter-TSS (YJL105W)	-923	YJL105W	YJL105W	YJL105W			SET4			protein_coding
SPT5_T0_R1_peak_250	MT	64456	65077	+	14	NA	TTS (tC(GCA)Q)	tRNA-TTS (tC(GCA)Q)	170	tH(GUG)Q	tH(GUG)Q	tH(GUG)Q			tH(GUG)Q			tRNA
SPT5_T0_R1_peak_839	XV	1010696	1010928	+	14	NA	promoter-TSS (YOR359W)	protein_coding-promoter-TSS (YOR359W)	-377	YOR359W	YOR359W	YOR359W			VTS1			protein_coding
SPT5_T0_R1_peak_423	VIII	113204	113384	+	14	NA	promoter-TSS (YHR004C)	protein_coding-promoter-TSS (YHR004C)	-200	YHR004C	YHR004C	YHR004C			NEM1			protein_coding
SPT5_T0_R1_peak_804	XV	514146	515128	+	14	NA	promoter-TSS (YOR100C)	protein_coding-promoter-TSS (YOR100C)	-359	YOR100C	YOR100C	YOR100C			CRC1			protein_coding
SPT5_T0_R1_peak_127	IV	485231	485588	+	14	NA	promoter-TSS (YDR019C)	protein_coding-promoter-TSS (YDR019C)	-44	YDR019C	YDR019C	YDR019C			GCV1			protein_coding
SPT5_T0_R1_peak_130	IV	501401	501596	+	14	NA	promoter-TSS (YDR028C)	protein_coding-promoter-TSS (YDR028C)	398	YDR029W	YDR029W	YDR029W			YDR029W			protein_coding
SPT5_T0_R1_peak_826	XV	880611	880874	+	14	NA	promoter-TSS (YOR301W)	protein_coding-promoter-TSS (YOR301W)	167	YOR300W	YOR300W	YOR300W			YOR300W			protein_coding
SPT5_T0_R1_peak_412	VII	1061898	1062082	+	14	NA	promoter-TSS (YGR284C)	protein_coding-promoter-TSS (YGR284C)	-400	YGR284C	YGR284C	YGR284C			ERV29			protein_coding
SPT5_T0_R1_peak_823	XV	849522	849951	+	14	NA	promoter-TSS (YOR286W)	protein_coding-promoter-TSS (YOR286W)	101	YOR285W	YOR285W	YOR285W			RDL1			protein_coding
SPT5_T0_R1_peak_355	VII	383352	383538	+	14	NA	promoter-TSS (YGL063W)	protein_coding-promoter-TSS (YGL063W)	-209	YGL063W	YGL063W	YGL063W			PUS2			protein_coding
SPT5_T0_R1_peak_16	I	182294	182670	+	14	NA	TTS (tS(AGA)A)	tRNA-TTS (tS(AGA)A)	121	tS(AGA)A	tS(AGA)A	tS(AGA)A			tS(AGA)A			tRNA
SPT5_T0_R1_peak_726	XIV	310095	310427	+	14	NA	promoter-TSS (YNL172W)	protein_coding-promoter-TSS (YNL172W)	-204	YNL173C	YNL173C	YNL173C			MDG1			protein_coding
SPT5_T0_R1_peak_176	IV	1269599	1269874	+	14	NA	promoter-TSS (YDR399W)	protein_coding-promoter-TSS (YDR399W)	-332	YDR399W	YDR399W	YDR399W			HPT1			protein_coding
SPT5_T0_R1_peak_881	XVI	581465	582193	+	14	NA	promoter-TSS (YPR010C)	protein_coding-promoter-TSS (YPR010C)	-233	tK(CUU)P	tK(CUU)P	tK(CUU)P			tK(CUU)P			tRNA
SPT5_T0_R1_peak_712	XIV	87130	87510	+	14	NA	promoter-TSS (YNL289W)	protein_coding-promoter-TSS (YNL289W)	-577	YNL289W	YNL289W	YNL289W			PCL1			protein_coding
SPT5_T0_R1_peak_72	II	682019	682339	+	14	NA	promoter-TSS (LSR1)	snRNA-promoter-TSS (LSR1)	-317	LSR1	LSR1	LSR1			LSR1			snRNA
SPT5_T0_R1_peak_466	X	145005	145342	+	14	NA	promoter-TSS (YJL145W)	protein_coding-promoter-TSS (YJL145W)	13	YJL145W	YJL145W	YJL145W			SFH5			protein_coding
SPT5_T0_R1_peak_87	III	107159	107327	+	14	NA	promoter-TSS (YCL005W)	protein_coding-promoter-TSS (YCL005W)	123	YCL007C	YCL007C	YCL007C			YCL007C			protein_coding
SPT5_T0_R1_peak_519	XI	95839	96897	+	14	NA	promoter-TSS (YKL184W)	protein_coding-promoter-TSS (YKL184W)	-389	YKL184W	YKL184W	YKL184W			SPE1			protein_coding
SPT5_T0_R1_peak_563	XII	36868	37111	+	14	NA	promoter-TSS (YLL052C)	protein_coding-promoter-TSS (YLL052C)	-628	YLL052C	YLL052C	YLL052C			AQY2			protein_coding
SPT5_T0_R1_peak_631	XII	954406	954801	+	14	NA	promoter-TSS (YLR414C)	protein_coding-promoter-TSS (YLR414C)	-6	YLR415C	YLR415C	YLR415C			YLR415C			protein_coding
SPT5_T0_R1_peak_171	IV	1226601	1226849	+	14	NA	promoter-TSS (YDR375C)	protein_coding-promoter-TSS (YDR375C)	-97	YDR376W	YDR376W	YDR376W			ARH1			protein_coding
SPT5_T0_R1_peak_413	VII	1064846	1065233	+	14	NA	promoter-TSS (YGR286C)	protein_coding-promoter-TSS (YGR286C)	-99	YGR286C	YGR286C	YGR286C			BIO2			protein_coding
SPT5_T0_R1_peak_364	VII	443352	443559	+	14	NA	promoter-TSS (YGL028C)	protein_coding-promoter-TSS (YGL028C)	-546	YGL028C	YGL028C	YGL028C			SCW11			protein_coding
SPT5_T0_R1_peak_905	XVI	870089	870255	+	14	NA	promoter-TSS (YPR163C)	protein_coding-promoter-TSS (YPR163C)	-217	YPR163C	YPR163C	YPR163C			TIF3			protein_coding
SPT5_T0_R1_peak_396	VII	848748	849064	+	14	NA	promoter-TSS (YGR175C)	protein_coding-promoter-TSS (YGR175C)	186	YGR176W	YGR176W	YGR176W			YGR176W			protein_coding
SPT5_T0_R1_peak_159	IV	1030332	1030574	+	14	NA	promoter-TSS (YDR283C)	protein_coding-promoter-TSS (YDR283C)	-404	YDR283C	YDR283C	YDR283C			GCN2			protein_coding
SPT5_T0_R1_peak_585	XII	493988	494269	+	14	NA	promoter-TSS (YLR163C)	protein_coding-promoter-TSS (YLR163C)	245	YLR164W	YLR164W	YLR164W			SHH4			protein_coding
SPT5_T0_R1_peak_686	XIII	667169	667376	+	14	NA	promoter-TSS (YMR201C)	protein_coding-promoter-TSS (YMR201C)	184	RNA170	RNA170	RNA170			RNA170			ncRNA
SPT5_T0_R1_peak_696	XIII	863485	863664	+	14	NA	promoter-TSS (YMR298W)	protein_coding-promoter-TSS (YMR298W)	-245	YMR298W	YMR298W	YMR298W			LIP1			protein_coding
SPT5_T0_R1_peak_372	VII	547266	547767	+	14	NA	promoter-TSS (YGR031C-A)	protein_coding-promoter-TSS (YGR031C-A)	-216	YGR031C-A	YGR031C-A	YGR031C-A			NAG1			protein_coding
SPT5_T0_R1_peak_592	XII	592387	592647	+	14	NA	promoter-TSS (YLR227C)	protein_coding-promoter-TSS (YLR227C)	102	tL(UAG)L1	tL(UAG)L1	tL(UAG)L1			tL(UAG)L1			tRNA
SPT5_T0_R1_peak_417	VIII	17461	17729	+	14	NA	exon (YHL041W, exon 1 of 1)	protein_coding-exon (YHL041W, exon 1 of 1)	203	YHL041W	YHL041W	YHL041W			YHL041W			protein_coding
SPT5_T0_R1_peak_121	IV	407521	407753	+	14	NA	promoter-TSS (YDL025C)	protein_coding-promoter-TSS (YDL025C)	-431	YDL025C	YDL025C	YDL025C			RTK1			protein_coding
SPT5_T0_R1_peak_676	XIII	453639	453831	+	14	NA	promoter-TSS (YMR092C)	protein_coding-promoter-TSS (YMR092C)	-256	YMR092C	YMR092C	YMR092C			AIP1			protein_coding
SPT5_T0_R1_peak_332	VI	263251	263755	+	14	NA	promoter-TSS (YFR055W)	protein_coding-promoter-TSS (YFR055W)	-701	YFR055W	YFR055W	YFR055W			IRC7			protein_coding
SPT5_T0_R1_peak_791	XV	377913	378096	+	14	NA	promoter-TSS (YOR023C)	protein_coding-promoter-TSS (YOR023C)	157	YOR024W	YOR024W	YOR024W			YOR024W			protein_coding
SPT5_T0_R1_peak_674	XIII	431575	431872	+	14	NA	promoter-TSS (YMR081C)	protein_coding-promoter-TSS (YMR081C)	402	YMR082C	YMR082C	YMR082C			YMR082C			protein_coding
SPT5_T0_R1_peak_45	II	373336	373619	+	14	NA	promoter-TSS (YBR067C)	protein_coding-promoter-TSS (YBR067C)	-742	YBR067C	YBR067C	YBR067C			TIP1			protein_coding
SPT5_T0_R1_peak_70	II	668328	668843	+	14	NA	promoter-TSS (YBR222C)	protein_coding-promoter-TSS (YBR222C)	-136	YBR223W-A	YBR223W-A	YBR223W-A			YBR223W-A			protein_coding
SPT5_T0_R1_peak_434	VIII	272321	272577	+	14	NA	promoter-TSS (YHR082C)	protein_coding-promoter-TSS (YHR082C)	-178	YHR083W	YHR083W	YHR083W			SAM35			protein_coding
SPT5_T0_R1_peak_500	X	633157	633394	+	14	NA	promoter-TSS (YJR109C)	protein_coding-promoter-TSS (YJR109C)	-334	YJR109C	YJR109C	YJR109C			CPA2			protein_coding
SPT5_T0_R1_peak_378	VII	617669	617954	+	13	NA	promoter-TSS (YGR062C)	protein_coding-promoter-TSS (YGR062C)	13	YGR063C	YGR063C	YGR063C			SPT4			protein_coding
SPT5_T0_R1_peak_104	IV	98307	98593	+	13	NA	promoter-TSS (YDL202W)	protein_coding-promoter-TSS (YDL202W)	-25	YDL202W	YDL202W	YDL202W			MRPL11			protein_coding
SPT5_T0_R1_peak_474	X	227943	228374	+	13	NA	TTS (YJL103C)	protein_coding-TTS (YJL103C)	321	snR37	snR37	snR37			snR37			snoRNA
SPT5_T0_R1_peak_848	XVI	67048	67592	+	13	NA	promoter-TSS (YPL255W)	protein_coding-promoter-TSS (YPL255W)	-405	YPL255W	YPL255W	YPL255W			BBP1			protein_coding
SPT5_T0_R1_peak_899	XVI	812592	813044	+	13	NA	promoter-TSS (YPR138C)	protein_coding-promoter-TSS (YPR138C)	-365	YPR138C	YPR138C	YPR138C			MEP3			protein_coding
SPT5_T0_R1_peak_33	II	171372	171544	+	13	NA	promoter-TSS (YBL025W)	protein_coding-promoter-TSS (YBL025W)	-23	YBL025W	YBL025W	YBL025W			RRN10			protein_coding
SPT5_T0_R1_peak_112	IV	301364	303004	+	13	NA	promoter-TSS (YDL086C-A)	protein_coding-promoter-TSS (YDL086C-A)	-95	YDL086C-A	YDL086C-A	YDL086C-A			YDL086C-A			protein_coding
SPT5_T0_R1_peak_451	VIII	512148	512335	+	13	NA	promoter-TSS (YHR206W)	protein_coding-promoter-TSS (YHR206W)	-491	YHR206W	YHR206W	YHR206W			SKN7			protein_coding
SPT5_T0_R1_peak_141	IV	704081	704264	+	13	NA	promoter-TSS (YDR127W)	protein_coding-promoter-TSS (YDR127W)	-312	YDR127W	YDR127W	YDR127W			ARO1			protein_coding
SPT5_T0_R1_peak_754	XIV	604946	605136	+	13	NA	promoter-TSS (YNL015W)	protein_coding-promoter-TSS (YNL015W)	-343	YNL015W	YNL015W	YNL015W			PBI2			protein_coding
SPT5_T0_R1_peak_460	X	104809	105067	+	13	NA	promoter-TSS (YJL167W)	protein_coding-promoter-TSS (YJL167W)	-76	YJL167W	YJL167W	YJL167W			ERG20			protein_coding
SPT5_T0_R1_peak_386	VII	733193	733470	+	13	NA	promoter-TSS (YGR121C)	protein_coding-promoter-TSS (YGR121C)	-81	YGR121W-A	YGR121W-A	YGR121W-A			YGR121W-A			protein_coding
SPT5_T0_R1_peak_595	XII	611609	612003	+	13	NA	promoter-TSS (YLR237W)	protein_coding-promoter-TSS (YLR237W)	124	YLR235C	YLR235C	YLR235C			YLR235C			protein_coding
SPT5_T0_R1_peak_759	XIV	708252	708584	+	13	NA	promoter-TSS (YNR047W)	protein_coding-promoter-TSS (YNR047W)	-105	YNR047W	YNR047W	YNR047W			FPK1			protein_coding
SPT5_T0_R1_peak_321	VI	103387	103632	+	13	NA	promoter-TSS (YFL017W-A)	protein_coding-promoter-TSS (YFL017W-A)	-190	YFL017W-A	YFL017W-A	YFL017W-A			SMX2			protein_coding
