Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
NA	TTS (RDN25-2)	rRNA-TTS (RDN25-2)	607	RDN5-1	RDN5-1	RDN5-1			RDN5-1			rRNA
NA	promoter-TSS (YLR162W-A)	protein_coding-promoter-TSS (YLR162W-A)	-152	YLR162W-A	YLR162W-A	YLR162W-A			RRT15			protein_coding
NA	promoter-TSS (YLR163C)	protein_coding-promoter-TSS (YLR163C)	245	YLR164W	YLR164W	YLR164W			SHH4			protein_coding
NA	promoter-TSS (YLR166C)	protein_coding-promoter-TSS (YLR166C)	-448	YLR166C	YLR166C	YLR166C			SEC10			protein_coding
NA	promoter-TSS (YLR168C)	protein_coding-promoter-TSS (YLR168C)	-169	YLR171W	YLR171W	YLR171W			YLR171W			protein_coding
NA	promoter-TSS (YLR172C)	protein_coding-promoter-TSS (YLR172C)	-82	YLR173W	YLR173W	YLR173W			YLR173W			protein_coding
NA	promoter-TSS (YLR176C)	protein_coding-promoter-TSS (YLR176C)	-384	YLR176C	YLR176C	YLR176C			RFX1			protein_coding
NA	promoter-TSS (YLR178C)	protein_coding-promoter-TSS (YLR178C)	405	YLR179C	YLR179C	YLR179C			YLR179C			protein_coding
NA	promoter-TSS (YLR183C)	protein_coding-promoter-TSS (YLR183C)	196	YLR184W	YLR184W	YLR184W			YLR184W			protein_coding
NA	promoter-TSS (YLR186W)	protein_coding-promoter-TSS (YLR186W)	12	YLR186W	YLR186W	YLR186W			EMG1			protein_coding
NA	promoter-TSS (YLR194C)	protein_coding-promoter-TSS (YLR194C)	20	YLR194C	YLR194C	YLR194C			YLR194C			protein_coding
NA	promoter-TSS (YLR195C)	protein_coding-promoter-TSS (YLR195C)	-292	YLR195C	YLR195C	YLR195C			NMT1			protein_coding
NA	promoter-TSS (YLR205C)	protein_coding-promoter-TSS (YLR205C)	-190	YLR205C	YLR205C	YLR205C			HMX1			protein_coding
NA	promoter-TSS (YLR223C)	protein_coding-promoter-TSS (YLR223C)	-321	YLR224W	YLR224W	YLR224W			YLR224W			protein_coding
NA	promoter-TSS (YLR227C)	protein_coding-promoter-TSS (YLR227C)	102	tL(UAG)L1	tL(UAG)L1	tL(UAG)L1			tL(UAG)L1			tRNA
NA	promoter-TSS (YLR228C)	protein_coding-promoter-TSS (YLR228C)	-836	YLR228C	YLR228C	YLR228C			ECM22			protein_coding
NA	promoter-TSS (YLR229C)	protein_coding-promoter-TSS (YLR229C)	113	tI(UAU)L	tI(UAU)L	tI(UAU)L			tI(UAU)L			tRNA
NA	promoter-TSS (YLR237W)	protein_coding-promoter-TSS (YLR237W)	128	YLR235C	YLR235C	YLR235C			YLR235C			protein_coding
NA	promoter-TSS (tL(CAA)L)	tRNA-promoter-TSS (tL(CAA)L)	25	tL(CAA)L	tL(CAA)L	tL(CAA)L			tL(CAA)L			tRNA
NA	promoter-TSS (YLR247C)	protein_coding-promoter-TSS (YLR247C)	-104	YLR247C	YLR247C	YLR247C			IRC20			protein_coding
NA	promoter-TSS (YLR249W)	protein_coding-promoter-TSS (YLR249W)	-345	YLR249W	YLR249W	YLR249W			YEF3			protein_coding
NA	exon (YLR249W, exon 1 of 1)	protein_coding-exon (YLR249W, exon 1 of 1)	-1671	YLR250W	YLR250W	YLR250W			SSP120			protein_coding
NA	promoter-TSS (YLR254C)	protein_coding-promoter-TSS (YLR254C)	253	YLR255C	YLR255C	YLR255C			YLR255C			protein_coding
NA	promoter-TSS (YLR256W-A)	protein_coding-promoter-TSS (YLR256W-A)	-41	YLR256W-A	YLR256W-A	YLR256W-A			YLR256W-A			protein_coding
NA	promoter-TSS (YLR257W)	protein_coding-promoter-TSS (YLR257W)	-641	YLR257W	YLR257W	YLR257W			YLR257W			protein_coding
NA	promoter-TSS (YLR258W)	protein_coding-promoter-TSS (YLR258W)	-447	YLR258W	YLR258W	YLR258W			GSY2			protein_coding
NA	promoter-TSS (YLR259C)	protein_coding-promoter-TSS (YLR259C)	-302	YLR259C	YLR259C	YLR259C			HSP60			protein_coding
NA	promoter-TSS (YLR264C-A)	protein_coding-promoter-TSS (YLR264C-A)	-178	YLR264C-A	YLR264C-A	YLR264C-A			YLR264C-A			protein_coding
NA	promoter-TSS (YLR266C)	protein_coding-promoter-TSS (YLR266C)	-153	YLR266C	YLR266C	YLR266C			PDR8			protein_coding
NA	promoter-TSS (YLR271W)	protein_coding-promoter-TSS (YLR271W)	-132	YLR271W	YLR271W	YLR271W			YLR271W			protein_coding
NA	promoter-TSS (YLR278C)	protein_coding-promoter-TSS (YLR278C)	236	YLR279W	YLR279W	YLR279W			YLR279W			protein_coding
NA	promoter-TSS (YLR284C)	protein_coding-promoter-TSS (YLR284C)	-52	YLR285W	YLR285W	YLR285W			NNT1			protein_coding
NA	promoter-TSS (YLR286C)	protein_coding-promoter-TSS (YLR286C)	-548	YLR286C	YLR286C	YLR286C			CTS1			protein_coding
NA	promoter-TSS (YLR287C-A)	protein_coding-promoter-TSS (YLR287C-A)	-200	YLR287C-A	YLR287C-A	YLR287C-A			RPS30A			protein_coding
NA	promoter-TSS (YLR293C)	protein_coding-promoter-TSS (YLR293C)	-168	YLR293C	YLR293C	YLR293C			GSP1			protein_coding
NA	promoter-TSS (YLR295C)	protein_coding-promoter-TSS (YLR295C)	142	YLR296W	YLR296W	YLR296W			YLR296W			protein_coding
NA	promoter-TSS (YLR298C)	protein_coding-promoter-TSS (YLR298C)	-225	YLR298C	YLR298C	YLR298C			YHC1			protein_coding
NA	promoter-TSS (YLR299C-A)	protein_coding-promoter-TSS (YLR299C-A)	-424	YLR300W	YLR300W	YLR300W			EXG1			protein_coding
NA	promoter-TSS (tI(AAU)L1)	tRNA-promoter-TSS (tI(AAU)L1)	68	tI(AAU)L1	tI(AAU)L1	tI(AAU)L1			tI(AAU)L1			tRNA
NA	promoter-TSS (YLR304C)	protein_coding-promoter-TSS (YLR304C)	-167	YLR304C	YLR304C	YLR304C			ACO1			protein_coding
NA	promoter-TSS (YLR312C)	protein_coding-promoter-TSS (YLR312C)	-284	YLR312C	YLR312C	YLR312C			YLR312C			protein_coding
NA	promoter-TSS (YLR314C)	protein_coding-promoter-TSS (YLR314C)	-320	YLR315W	YLR315W	YLR315W			NKP2			protein_coding
NA	promoter-TSS (YLR325C)	protein_coding-promoter-TSS (YLR325C)	-313	YLR325C	YLR325C	YLR325C			RPL38			protein_coding
NA	promoter-TSS (YLR327C)	protein_coding-promoter-TSS (YLR327C)	-231	tS(GCU)L	tS(GCU)L	tS(GCU)L			tS(GCU)L			tRNA
NA	promoter-TSS (YLR330W)	protein_coding-promoter-TSS (YLR330W)	-51	YLR330W	YLR330W	YLR330W			CHS5			protein_coding
NA	promoter-TSS (YLR332W)	protein_coding-promoter-TSS (YLR332W)	-626	YLR332W	YLR332W	YLR332W			MID2			protein_coding
NA	promoter-TSS (tD(GUC)L2)	tRNA-promoter-TSS (tD(GUC)L2)	20	tD(GUC)L2	tD(GUC)L2	tD(GUC)L2			tD(GUC)L2			tRNA
NA	promoter-TSS (snR55)	snoRNA-promoter-TSS (snR55)	-270	snR57	snR57	snR57			snR57			snoRNA
NA	promoter-TSS (YLR333C)	protein_coding-promoter-TSS (YLR333C)	200	YLR334C	YLR334C	YLR334C			YLR334C			protein_coding
NA	promoter-TSS (YLR337C)	protein_coding-promoter-TSS (YLR337C)	-328	YLR337C	YLR337C	YLR337C			VRP1			protein_coding
NA	promoter-TSS (YLR342W)	protein_coding-promoter-TSS (YLR342W)	-831	YLR342W	YLR342W	YLR342W			FKS1			protein_coding
NA	promoter-TSS (YLR344W)	protein_coding-promoter-TSS (YLR344W)	293	tR(CCG)L	tR(CCG)L	tR(CCG)L			TRR4			tRNA
NA	exon (YLR348C, exon 1 of 1)	protein_coding-exon (YLR348C, exon 1 of 1)	170	YLR348C	YLR348C	YLR348C			DIC1			protein_coding
NA	promoter-TSS (YLR351C)	protein_coding-promoter-TSS (YLR351C)	-286	YLR351C	YLR351C	YLR351C			NIT3			protein_coding
NA	promoter-TSS (YLR353W)	protein_coding-promoter-TSS (YLR353W)	-746	YLR353W	YLR353W	YLR353W			BUD8			protein_coding
NA	exon (YLR355C, exon 1 of 1)	protein_coding-exon (YLR355C, exon 1 of 1)	412	YLR355C	YLR355C	YLR355C			ILV5			protein_coding
NA	TTS (YLR360W)	protein_coding-TTS (YLR360W)	936	YLR361C	YLR361C	YLR361C			DCR2			protein_coding
NA	promoter-TSS (YLR363C)	protein_coding-promoter-TSS (YLR363C)	30	YLR363W-A	YLR363W-A	YLR363W-A			YLR363W-A			protein_coding
NA	promoter-TSS (YLR373C)	protein_coding-promoter-TSS (YLR373C)	58	YLR375W	YLR375W	YLR375W			STP3			protein_coding
NA	promoter-TSS (YLR377C)	protein_coding-promoter-TSS (YLR377C)	-20	tK(UUU)L	tK(UUU)L	tK(UUU)L			tK(UUU)L			tRNA
NA	promoter-TSS (YLR378C)	protein_coding-promoter-TSS (YLR378C)	-460	YLR380W	YLR380W	YLR380W			CSR1			protein_coding
NA	promoter-TSS (YLR389C)	protein_coding-promoter-TSS (YLR389C)	298	YLR390W	YLR390W	YLR390W			ECM19			protein_coding
NA	promoter-TSS (YLR399C)	protein_coding-promoter-TSS (YLR399C)	-10	YLR400W	YLR400W	YLR400W			YLR400W			protein_coding
NA	promoter-TSS (YLR401C)	protein_coding-promoter-TSS (YLR401C)	1	YLR402W	YLR402W	YLR402W			YLR402W			protein_coding
NA	promoter-TSS (YLR406C)	protein_coding-promoter-TSS (YLR406C)	-78	YLR406C	YLR406C	YLR406C			RPL31B			protein_coding
NA	promoter-TSS (YLR413W)	protein_coding-promoter-TSS (YLR413W)	270	YLR412C-A	YLR412C-A	YLR412C-A			YLR412C-A			protein_coding
NA	promoter-TSS (YLR414C)	protein_coding-promoter-TSS (YLR414C)	-137	YLR415C	YLR415C	YLR415C			YLR415C			protein_coding
NA	promoter-TSS (YLR420W)	protein_coding-promoter-TSS (YLR420W)	-131	tL(UAA)L	tL(UAA)L	tL(UAA)L			tL(UAA)L			tRNA
NA	promoter-TSS (YLR431C)	protein_coding-promoter-TSS (YLR431C)	-22	YLR432W	YLR432W	YLR432W			IMD3			protein_coding
NA	promoter-TSS (YLR436C)	protein_coding-promoter-TSS (YLR436C)	16	YLR437C	YLR437C	YLR437C			DIF1			protein_coding
NA	promoter-TSS (YLR439W)	protein_coding-promoter-TSS (YLR439W)	306	YLR438C-A	YLR438C-A	YLR438C-A			LSM3			protein_coding
NA	promoter-TSS (YLR441C)	protein_coding-promoter-TSS (YLR441C)	-295	YLR441C	YLR441C	YLR441C			RPS1A			protein_coding
NA	promoter-TSS (YLR447C)	protein_coding-promoter-TSS (YLR447C)	-368	YLR448W	YLR448W	YLR448W			RPL6B			protein_coding
NA	Intergenic	Intergenic	-1096	YLR462W	YLR462W	YLR462W			YLR462W			protein_coding
NA	promoter-TSS (YLR466C-A)	protein_coding-promoter-TSS (YLR466C-A)	19	YLR466C-B	YLR466C-B	YLR466C-B			YLR466C-B			protein_coding
NA	promoter-TSS (YML133C)	protein_coding-promoter-TSS (YML133C)	-852	YML133C	YML133C	YML133C			YML133C			protein_coding
NA	promoter-TSS (YML129C)	protein_coding-promoter-TSS (YML129C)	-198	YML129C	YML129C	YML129C			COX14			protein_coding
NA	promoter-TSS (YML127W)	protein_coding-promoter-TSS (YML127W)	-107	YML127W	YML127W	YML127W			RSC9			protein_coding
NA	promoter-TSS (YML124C)	protein_coding-promoter-TSS (YML124C)	-216	YML124C	YML124C	YML124C			TUB3			protein_coding
NA	promoter-TSS (YML123C)	protein_coding-promoter-TSS (YML123C)	-39	YML123C	YML123C	YML123C			PHO84			protein_coding
NA	promoter-TSS (YML119W)	protein_coding-promoter-TSS (YML119W)	-33	YML120C	YML120C	YML120C			NDI1			protein_coding
NA	promoter-TSS (YML116W)	protein_coding-promoter-TSS (YML116W)	-301	YML116W	YML116W	YML116W			ATR1			protein_coding
NA	promoter-TSS (YML111W)	protein_coding-promoter-TSS (YML111W)	-125	YML111W	YML111W	YML111W			BUL2			protein_coding
NA	promoter-TSS (YML109W)	protein_coding-promoter-TSS (YML109W)	-274	YML110C	YML110C	YML110C			COQ5			protein_coding
NA	promoter-TSS (YML102W)	protein_coding-promoter-TSS (YML102W)	-14	snR85	snR85	snR85			snR85			snoRNA
NA	promoter-TSS (YML100W)	protein_coding-promoter-TSS (YML100W)	24	YML101C	YML101C	YML101C			CUE4			protein_coding
NA	exon (YML100W, exon 1 of 1)	protein_coding-exon (YML100W, exon 1 of 1)	1431	YML100W	YML100W	YML100W			TSL1			protein_coding
NA	promoter-TSS (YML099W-A)	protein_coding-promoter-TSS (YML099W-A)	-616	YML099W-A	YML099W-A	YML099W-A			YML099W-A			protein_coding
NA	promoter-TSS (YML088W)	protein_coding-promoter-TSS (YML088W)	-222	YML089C	YML089C	YML089C			YML089C			protein_coding
NA	promoter-TSS (YML082W)	protein_coding-promoter-TSS (YML082W)	-264	YML082W	YML082W	YML082W			YML082W			protein_coding
NA	promoter-TSS (YML081C-A)	protein_coding-promoter-TSS (YML081C-A)	-274	YML081C-A	YML081C-A	YML081C-A			ATP18			protein_coding
NA	promoter-TSS (YML075C)	protein_coding-promoter-TSS (YML075C)	-474	YML075C	YML075C	YML075C			HMG1			protein_coding
NA	promoter-TSS (YML073C)	protein_coding-promoter-TSS (YML073C)	-251	YML073C	YML073C	YML073C			RPL6A			protein_coding
NA	promoter-TSS (YML071C)	protein_coding-promoter-TSS (YML071C)	147	tR(UCU)M2	tR(UCU)M2	tR(UCU)M2			tR(UCU)M2			tRNA
NA	promoter-TSS (YML063W)	protein_coding-promoter-TSS (YML063W)	-211	YML064C	YML064C	YML064C			TEM1			protein_coding
NA	promoter-TSS (YML057W)	protein_coding-promoter-TSS (YML057W)	130	YML058W	YML058W	YML058W			SML1			protein_coding
NA	promoter-TSS (YML052W)	protein_coding-promoter-TSS (YML052W)	-315	YML052W	YML052W	YML052W			SUR7			protein_coding
NA	promoter-TSS (YML042W)	protein_coding-promoter-TSS (YML042W)	-493	YML042W	YML042W	YML042W			CAT2			protein_coding
NA	promoter-TSS (YML039W)	protein_coding-promoter-TSS (YML039W)	-13	tP(UGG)M	tP(UGG)M	tP(UGG)M			SUF7			tRNA
NA	promoter-TSS (YML034W)	protein_coding-promoter-TSS (YML034W)	-300	YML034W	YML034W	YML034W			SRC1			protein_coding
NA	promoter-TSS (YML027W)	protein_coding-promoter-TSS (YML027W)	520	YML028W	YML028W	YML028W			TSA1			protein_coding
NA	promoter-TSS (YML026C)	protein_coding-promoter-TSS (YML026C)	-242	YML026C	YML026C	YML026C			RPS18B			protein_coding
NA	promoter-TSS (YML024W)	protein_coding-promoter-TSS (YML024W)	-224	YML024W	YML024W	YML024W			RPS17A			protein_coding
NA	promoter-TSS (YML017W)	protein_coding-promoter-TSS (YML017W)	-212	YML017W	YML017W	YML017W			PSP2			protein_coding
NA	promoter-TSS (YML009C)	protein_coding-promoter-TSS (YML009C)	-209	YML009C	YML009C	YML009C			MRPL39			protein_coding
NA	promoter-TSS (YML007C-A)	protein_coding-promoter-TSS (YML007C-A)	-108	YML007C-A	YML007C-A	YML007C-A			YML007C-A			protein_coding
NA	promoter-TSS (YML006C)	protein_coding-promoter-TSS (YML006C)	195	tS(AGA)M	tS(AGA)M	tS(AGA)M			tS(AGA)M			tRNA
NA	promoter-TSS (YMR001C)	protein_coding-promoter-TSS (YMR001C)	-228	YMR001C-A	YMR001C-A	YMR001C-A			YMR001C-A			protein_coding
NA	promoter-TSS (YMR006C)	protein_coding-promoter-TSS (YMR006C)	-44	YMR007W	YMR007W	YMR007W			YMR007W			protein_coding
NA	promoter-TSS (YMR008C)	protein_coding-promoter-TSS (YMR008C)	-553	YMR008C	YMR008C	YMR008C			PLB1			protein_coding
NA	promoter-TSS (YMR011W)	protein_coding-promoter-TSS (YMR011W)	-522	YMR011W	YMR011W	YMR011W			HXT2			protein_coding
NA	promoter-TSS (YMR012W)	protein_coding-promoter-TSS (YMR012W)	-134	YMR012W	YMR012W	YMR012W			CLU1			protein_coding
NA	promoter-TSS (YMR013C)	protein_coding-promoter-TSS (YMR013C)	-165	YMR013C	YMR013C	YMR013C			SEC59			protein_coding
NA	promoter-TSS (YMR013W-A)	protein_coding-promoter-TSS (YMR013W-A)	1	snR73	snR73	snR73			snR73			snoRNA
NA	promoter-TSS (YMR015C)	protein_coding-promoter-TSS (YMR015C)	-320	YMR015C	YMR015C	YMR015C			ERG5			protein_coding
NA	promoter-TSS (YMR016C)	protein_coding-promoter-TSS (YMR016C)	-884	YMR016C	YMR016C	YMR016C			SOK2			protein_coding
NA	promoter-TSS (YMR023C)	protein_coding-promoter-TSS (YMR023C)	-223	tA(AGC)M1	tA(AGC)M1	tA(AGC)M1			tA(AGC)M1			tRNA
NA	promoter-TSS (YMR029C)	protein_coding-promoter-TSS (YMR029C)	-162	YMR030W	YMR030W	YMR030W			RSF1			protein_coding
NA	promoter-TSS (YMR031C)	protein_coding-promoter-TSS (YMR031C)	-246	YMR032W	YMR032W	YMR032W			HOF1			protein_coding
NA	promoter-TSS (YMR034C)	protein_coding-promoter-TSS (YMR034C)	-63	YMR035W	YMR035W	YMR035W			IMP2			protein_coding
NA	promoter-TSS (YMR037C)	protein_coding-promoter-TSS (YMR037C)	785	YMR038C	YMR038C	YMR038C			CCS1			protein_coding
NA	promoter-TSS (YMR039C)	protein_coding-promoter-TSS (YMR039C)	-256	YMR039C	YMR039C	YMR039C			SUB1			protein_coding
NA	promoter-TSS (YMR041C)	protein_coding-promoter-TSS (YMR041C)	321	YMR042W	YMR042W	YMR042W			ARG80			protein_coding
NA	promoter-TSS (YMR044W)	protein_coding-promoter-TSS (YMR044W)	-58	YMR044W	YMR044W	YMR044W			IOC4			protein_coding
NA	promoter-TSS (YMR046W-A)	protein_coding-promoter-TSS (YMR046W-A)	178	YMR046C	YMR046C	YMR046C			YMR046C			protein_coding
NA	promoter-TSS (YMR050C)	protein_coding-promoter-TSS (YMR050C)	124	tW(CCA)M	tW(CCA)M	tW(CCA)M			tW(CCA)M			tRNA
NA	promoter-TSS (YMR056C)	protein_coding-promoter-TSS (YMR056C)	-92	YMR056C	YMR056C	YMR056C			AAC1			protein_coding
NA	promoter-TSS (YMR070W)	protein_coding-promoter-TSS (YMR070W)	547	YMR069W	YMR069W	YMR069W			NAT4			protein_coding
NA	promoter-TSS (YMR073C)	protein_coding-promoter-TSS (YMR073C)	188	YMR074C	YMR074C	YMR074C			YMR074C			protein_coding
NA	promoter-TSS (YMR076C)	protein_coding-promoter-TSS (YMR076C)	200	tV(AAC)M2	tV(AAC)M2	tV(AAC)M2			tV(AAC)M2			tRNA
NA	promoter-TSS (YMR078C)	protein_coding-promoter-TSS (YMR078C)	-17	YMR078C	YMR078C	YMR078C			CTF18			protein_coding
NA	promoter-TSS (YMR081C)	protein_coding-promoter-TSS (YMR081C)	429	YMR082C	YMR082C	YMR082C			YMR082C			protein_coding
NA	promoter-TSS (YMR083W)	protein_coding-promoter-TSS (YMR083W)	-723	YMR083W	YMR083W	YMR083W			ADH3			protein_coding
NA	promoter-TSS (YMR092C)	protein_coding-promoter-TSS (YMR092C)	-256	YMR092C	YMR092C	YMR092C			AIP1			protein_coding
NA	promoter-TSS (YMR098C)	protein_coding-promoter-TSS (YMR098C)	-162	tD(GUC)M	tD(GUC)M	tD(GUC)M			tD(GUC)M			tRNA
NA	promoter-TSS (YMR102C)	protein_coding-promoter-TSS (YMR102C)	145	YMR103C	YMR103C	YMR103C			YMR103C			protein_coding
NA	promoter-TSS (YMR105C)	protein_coding-promoter-TSS (YMR105C)	47	YMR105W-A	YMR105W-A	YMR105W-A			YMR105W-A			protein_coding
NA	promoter-TSS (YMR106C)	protein_coding-promoter-TSS (YMR106C)	-51	tK(CUU)M	tK(CUU)M	tK(CUU)M			tK(CUU)M			tRNA
NA	promoter-TSS (YMR107W)	protein_coding-promoter-TSS (YMR107W)	-388	YMR107W	YMR107W	YMR107W			SPG4			protein_coding
NA	promoter-TSS (YMR119W)	protein_coding-promoter-TSS (YMR119W)	43	tL(CAA)M	tL(CAA)M	tL(CAA)M			tL(CAA)M			tRNA
NA	promoter-TSS (YMR121C)	protein_coding-promoter-TSS (YMR121C)	-42	YMR122C	YMR122C	YMR122C			YMR122C			protein_coding
NA	promoter-TSS (YMR123W)	protein_coding-promoter-TSS (YMR123W)	-151	YMR123W	YMR123W	YMR123W			PKR1			protein_coding
NA	promoter-TSS (YMR125W)	protein_coding-promoter-TSS (YMR125W)	-26	YMR125W	YMR125W	YMR125W			STO1			protein_coding
NA	promoter-TSS (YMR135C)	protein_coding-promoter-TSS (YMR135C)	-473	YMR135C	YMR135C	YMR135C			GID8			protein_coding
NA	promoter-TSS (YMR137C)	protein_coding-promoter-TSS (YMR137C)	-296	YMR139W	YMR139W	YMR139W			RIM11			protein_coding
NA	promoter-TSS (YMR142C)	protein_coding-promoter-TSS (YMR142C)	-297	YMR142C	YMR142C	YMR142C			RPL13B			protein_coding
NA	promoter-TSS (YMR144W)	protein_coding-promoter-TSS (YMR144W)	-251	YMR144W	YMR144W	YMR144W			YMR144W			protein_coding
NA	promoter-TSS (YMR145C)	protein_coding-promoter-TSS (YMR145C)	-649	YMR145C	YMR145C	YMR145C			NDE1			protein_coding
NA	promoter-TSS (YMR149W)	protein_coding-promoter-TSS (YMR149W)	-293	YMR149W	YMR149W	YMR149W			SWP1			protein_coding
NA	promoter-TSS (YMR161W)	protein_coding-promoter-TSS (YMR161W)	38	YMR161W	YMR161W	YMR161W			HLJ1			protein_coding
NA	promoter-TSS (YMR165C)	protein_coding-promoter-TSS (YMR165C)	27	YMR165C	YMR165C	YMR165C			PAH1			protein_coding
NA	promoter-TSS (YMR168C)	protein_coding-promoter-TSS (YMR168C)	-64	YMR168C	YMR168C	YMR168C			CEP3			protein_coding
NA	promoter-TSS (YMR169C)	protein_coding-promoter-TSS (YMR169C)	-458	YMR169C	YMR169C	YMR169C			ALD3			protein_coding
NA	promoter-TSS (YMR172C-A)	protein_coding-promoter-TSS (YMR172C-A)	-213	YMR172C-A	YMR172C-A	YMR172C-A			YMR172C-A			protein_coding
NA	promoter-TSS (YMR179W)	protein_coding-promoter-TSS (YMR179W)	-152	YMR179W	YMR179W	YMR179W			SPT21			protein_coding
NA	promoter-TSS (YMR182C)	protein_coding-promoter-TSS (YMR182C)	107	YMR182W-A	YMR182W-A	YMR182W-A			YMR182W-A			protein_coding
NA	promoter-TSS (YMR183C)	protein_coding-promoter-TSS (YMR183C)	-44	YMR184W	YMR184W	YMR184W			ADD37			protein_coding
NA	promoter-TSS (YMR188C)	protein_coding-promoter-TSS (YMR188C)	-237	YMR188C	YMR188C	YMR188C			MRPS17			protein_coding
NA	promoter-TSS (YMR194C-A)	protein_coding-promoter-TSS (YMR194C-A)	56	YMR194C-A	YMR194C-A	YMR194C-A			YMR194C-A			protein_coding
NA	promoter-TSS (YMR199W)	protein_coding-promoter-TSS (YMR199W)	-658	YMR199W	YMR199W	YMR199W			CLN1			protein_coding
NA	promoter-TSS (YMR201C)	protein_coding-promoter-TSS (YMR201C)	184	RNA170	RNA170	RNA170			RNA170			ncRNA
NA	promoter-TSS (YMR205C)	protein_coding-promoter-TSS (YMR205C)	-484	YMR205C	YMR205C	YMR205C			PFK2			protein_coding
NA	promoter-TSS (YMR207C)	protein_coding-promoter-TSS (YMR207C)	-380	YMR208W	YMR208W	YMR208W			ERG12			protein_coding
NA	promoter-TSS (YMR235C)	protein_coding-promoter-TSS (YMR235C)	-78	YMR237W	YMR237W	YMR237W			BCH1			protein_coding
NA	promoter-TSS (YMR240C)	protein_coding-promoter-TSS (YMR240C)	-341	YMR240C	YMR240C	YMR240C			CUS1			protein_coding
NA	promoter-TSS (YMR242C)	protein_coding-promoter-TSS (YMR242C)	108	YMR242W-A	YMR242W-A	YMR242W-A			YMR242W-A			protein_coding
NA	promoter-TSS (YMR244C-A)	protein_coding-promoter-TSS (YMR244C-A)	-42	YMR244C-A	YMR244C-A	YMR244C-A			COA6			protein_coding
NA	promoter-TSS (snR86)	snoRNA-promoter-TSS (snR86)	-263	snR86	snR86	snR86			snR86			snoRNA
NA	promoter-TSS (YMR247C)	protein_coding-promoter-TSS (YMR247C)	172	tA(AGC)M2	tA(AGC)M2	tA(AGC)M2			tA(AGC)M2			tRNA
NA	promoter-TSS (YMR251W-A)	protein_coding-promoter-TSS (YMR251W-A)	-325	YMR251W-A	YMR251W-A	YMR251W-A			HOR7			protein_coding
NA	promoter-TSS (YMR253C)	protein_coding-promoter-TSS (YMR253C)	276	YMR254C	YMR254C	YMR254C			YMR254C			protein_coding
NA	promoter-TSS (YMR265C)	protein_coding-promoter-TSS (YMR265C)	-228	YMR265C	YMR265C	YMR265C			YMR265C			protein_coding
NA	promoter-TSS (YMR271C)	protein_coding-promoter-TSS (YMR271C)	-177	tQ(CUG)M	tQ(CUG)M	tQ(CUG)M			CDC65			tRNA
NA	promoter-TSS (YMR282C)	protein_coding-promoter-TSS (YMR282C)	-32	YMR282C	YMR282C	YMR282C			AEP2			protein_coding
NA	promoter-TSS (YMR290C)	protein_coding-promoter-TSS (YMR290C)	-502	YMR291W	YMR291W	YMR291W			TDA1			protein_coding
NA	promoter-TSS (YMR296C)	protein_coding-promoter-TSS (YMR296C)	-394	YMR297W	YMR297W	YMR297W			PRC1			protein_coding
NA	promoter-TSS (YMR298W)	protein_coding-promoter-TSS (YMR298W)	-245	YMR298W	YMR298W	YMR298W			LIP1			protein_coding
NA	promoter-TSS (YMR300C)	protein_coding-promoter-TSS (YMR300C)	-474	YMR300C	YMR300C	YMR300C			ADE4			protein_coding
NA	promoter-TSS (YMR302C)	protein_coding-promoter-TSS (YMR302C)	-252	YMR302C	YMR302C	YMR302C			YME2			protein_coding
NA	promoter-TSS (YMR305C)	protein_coding-promoter-TSS (YMR305C)	-410	YMR306W	YMR306W	YMR306W			FKS3			protein_coding
NA	promoter-TSS (YMR306C-A)	protein_coding-promoter-TSS (YMR306C-A)	-66	YMR306C-A	YMR306C-A	YMR306C-A			YMR306C-A			protein_coding
NA	promoter-TSS (YMR309C)	protein_coding-promoter-TSS (YMR309C)	-139	YMR309C	YMR309C	YMR309C			NIP1			protein_coding
NA	promoter-TSS (YMR311C)	protein_coding-promoter-TSS (YMR311C)	-212	YMR311C	YMR311C	YMR311C			GLC8			protein_coding
NA	promoter-TSS (YMR313C)	protein_coding-promoter-TSS (YMR313C)	-117	YMR313C	YMR313C	YMR313C			TGL3			protein_coding
NA	promoter-TSS (YMR316W)	protein_coding-promoter-TSS (YMR316W)	111	YMR315W-A	YMR315W-A	YMR315W-A			YMR315W-A			protein_coding
NA	promoter-TSS (YMR316C-A)	protein_coding-promoter-TSS (YMR316C-A)	-124	YMR316C-A	YMR316C-A	YMR316C-A			YMR316C-A			protein_coding
NA	promoter-TSS (YMR319C)	protein_coding-promoter-TSS (YMR319C)	-722	YMR319C	YMR319C	YMR319C			FET4			protein_coding
NA	promoter-TSS (YMR326C)	protein_coding-promoter-TSS (YMR326C)	-38	YMR326C	YMR326C	YMR326C			YMR326C			protein_coding
NA	promoter-TSS (YNL337W)	protein_coding-promoter-TSS (YNL337W)	-212	YNL337W	YNL337W	YNL337W			YNL337W			protein_coding
NA	promoter-TSS (YNL330C)	protein_coding-promoter-TSS (YNL330C)	-20	YNL330C	YNL330C	YNL330C			RPD3			protein_coding
NA	promoter-TSS (YNL327W)	protein_coding-promoter-TSS (YNL327W)	-358	YNL328C	YNL328C	YNL328C			MDJ2			protein_coding
